,Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint,County
36028,30179,Temple,GA,33.76324,-85.02667,-5,1,"33.76324,-85.02667",Montgomery County
36029,30315,Atlanta,GA,33.709595,-84.38365,-5,1,"33.709595,-84.38365",Fulton County
36030,30355,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
36138,30507,Gainesville,GA,34.253714,-83.77348,-5,1,"34.253714,-83.77348",Alachua County
36139,30755,Tunnel Hill,GA,34.85973,-85.03867,-5,1,"34.85973,-85.03867",Johnson County
36140,30808,Dearing,GA,33.397137,-82.40335,-5,1,"33.397137,-82.40335",Montgomery County
36162,30459,Statesboro,GA,32.447036,-81.77772,-5,1,"32.447036,-81.77772",Bulloch County
36163,30623,Bostwick,GA,33.754234999999994,-83.511055,-5,1,"33.754235,-83.511055",Putnam County
36210,30166,Carrollton,GA,33.571329,-85.030663,-5,1,"33.571329,-85.030663",Dallas County
36211,30268,Palmetto,GA,33.527793,-84.69453,-5,1,"33.527793,-84.69453",Greenville County
36243,30647,Ila,GA,34.120239,-83.288117,-5,1,"34.120239,-83.288117",Douglas County
36244,31419,Savannah,GA,31.986249,-81.20259,-5,1,"31.986249,-81.20259",Chatham County
36245,31543,Hortense,GA,31.320166999999998,-81.85818,-5,1,"31.320167,-81.85818",Indian River County
36346,30250,Lovejoy,GA,33.437428000000004,-84.31519,-5,1,"33.437428,-84.31519",Collin County
36369,30151,Nelson,GA,34.242944,-84.458326,-5,1,"34.242944,-84.458326",Jackson County
36400,30511,Baldwin,GA,34.469971,-83.50035,-5,1,"34.469971,-83.50035",Douglas County
36402,30624,Bowman,GA,34.193943,-83.03375,-5,1,"34.193943,-83.03375",Bowman County
36416,30026,Duluth,GA,33.962979,-84.092267,-5,1,"33.962979,-84.092267",St. Louis County
36432,30362,Atlanta,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",Fulton County
36442,30143,Jasper,GA,34.454934,-84.41583,-5,1,"34.454934,-84.41583",Division No. 15
36490,30638,Farmington,GA,33.775001,-83.42456,-5,1,"33.775001,-83.42456",San Juan County
36562,31006,Butler,GA,32.563544,-84.2461,-5,1,"32.563544,-84.2461",Butler County
36563,31706,Albany,GA,31.559274,-84.176507,-5,1,"31.559274,-84.176507",Albany County
36736,30347,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
36778,31146,Atlanta,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",Fulton County
36917,30471,Twin City,GA,32.547214000000004,-82.17048,-5,1,"32.547214,-82.17048",Jackson County
36970,30345,Atlanta,GA,33.851735999999995,-84.28412,-5,1,"33.851736,-84.28412",Fulton County
37029,30232,Inman,GA,33.403811,-84.504403,-5,1,"33.403811,-84.504403",McPherson County
37030,30817,Lincolnton,GA,33.765566,-82.43899,-5,1,"33.765566,-82.43899",Lincoln County
37031,30912,Augusta,GA,33.386041,-82.09099599999999,-5,1,"33.386041,-82.090996",Richmond County
37290,30109,Bowdon Junction,GA,33.653355,-85.136227,-5,1,"33.653355,-85.136227",Carroll County
37318,30346,Atlanta,GA,33.926753000000005,-84.33877,-5,1,"33.926753,-84.33877",Fulton County
37319,31007,Byromville,GA,32.199721000000004,-83.91327,-5,1,"32.199721,-83.91327",Dooly County
37510,30576,Tiger,GA,34.846806,-83.48178,-5,1,"34.846806,-83.48178",Montgomery County
37520,30428,Glenwood,GA,32.190739,-82.69115,-5,1,"32.190739,-82.69115",Garfield County
37573,30575,Talmo,GA,34.191571,-83.71124,-5,1,"34.191571,-83.71124",Jackson County
37625,31741,Damascus,GA,31.299009,-84.68772,-5,1,"31.299009,-84.68772",n/a
37676,30903,Augusta,GA,33.386041,-82.09099599999999,-5,1,"33.386041,-82.090996",Richmond County
37677,31507,Marshallville,GA,32.452926,-83.94433599999999,-5,1,"32.452926,-83.944336",Wayne County
37715,30441,Midville,GA,32.792831,-82.23715,-5,1,"32.792831,-82.23715",Burke County
37716,31041,Ideal,GA,32.371371,-84.18258,-5,1,"32.371371,-84.18258",Tulsa County
37801,30720,Dalton,GA,34.766095,-84.9865,-5,1,"34.766095,-84.9865",Whitfield County
37822,31659,Nashville,GA,31.205388,-83.246084,-5,1,"31.205388,-83.246084",Davidson County
37873,30705,Chatsworth,GA,34.753129,-84.77502,-5,1,"34.753129,-84.77502",Los Angeles County
37909,31018,Davisboro,GA,32.976548,-82.61607,-5,1,"32.976548,-82.61607",Washington County
37910,31024,Eatonton,GA,33.318579,-83.35432,-5,1,"33.318579,-83.35432",Putnam County
37989,30757,Wildwood,GA,34.954188,-85.43231999999999,-5,1,"34.954188,-85.43232",Cape May County
37990,31093,Warner Robins,GA,32.638315999999996,-83.64331999999999,-5,1,"32.638316,-83.64332",Houston County
38061,31303,Clyo,GA,32.508239,-81.3128,-5,1,"32.508239,-81.3128",Effingham County
38103,30461,Statesboro,GA,32.4906,-81.73165999999999,-5,1,"32.4906,-81.73166",Bulloch County
38109,31730,Camilla,GA,31.209853999999996,-84.23666999999999,-5,1,"31.209854,-84.23667",Mitchell County
38147,30999,Augusta,GA,33.386041,-82.09099599999999,-5,1,"33.386041,-82.090996",Richmond County
38148,31422,Savannah,GA,31.971394,-81.07155999999999,-5,1,"31.971394,-81.07156",Chatham County
38159,30722,Dalton,GA,34.759522,-84.951261,-5,1,"34.759522,-84.951261",Whitfield County
38342,31065,Montrose,GA,32.564036,-83.16019,-5,1,"32.564036,-83.16019",Montrose County
38343,31784,Sale City,GA,31.258794,-84.02897,-5,1,"31.258794,-84.02897",Mitchell County
38406,31015,Cordele,GA,31.950899,-83.77808,-5,1,"31.950899,-83.77808",Crisp County
38429,31548,Kingsland,GA,30.793409000000004,-81.68428,-5,1,"30.793409,-81.68428",Llano County
38620,30451,Pulaski,GA,32.414349,-82.086658,-5,1,"32.414349,-82.086658",Brown County
38621,30554,Lula,GA,34.391688,-83.65979,-5,1,"34.391688,-83.65979",Cook County
38698,30033,Decatur,GA,33.811353999999994,-84.28335,-5,1,"33.811354,-84.28335",DeKalb County
38731,31023,Eastman,GA,32.193953,-83.1848,-5,1,"32.193953,-83.1848",Dodge County
38784,30183,Waleska,GA,34.332315,-84.57700000000001,-5,1,"34.332315,-84.577",Cherokee County
38785,30264,Newnan,GA,33.361003000000004,-84.814173,-5,1,"33.361003,-84.814173",Coweta County
38786,31712,Arabi,GA,31.836577000000002,-83.72045,-5,1,"31.836577,-83.72045",St. Bernard Parish
38824,31441,Savannah,GA,32.008183,-81.101502,-5,1,"32.008183,-81.101502",Chatham County
38850,30349,Atlanta,GA,33.61541,-84.49033,-5,1,"33.61541,-84.49033",Fulton County
38927,31605,Valdosta,GA,30.92205,-83.25332,-5,1,"30.92205,-83.25332",Lowndes County
39115,31004,Bolingbroke,GA,32.946971000000005,-83.800628,-5,1,"32.946971,-83.800628",Monroe County
39196,30107,Ball Ground,GA,34.344939000000004,-84.37204,-5,1,"34.344939,-84.37204",Cherokee County
39197,31624,Axson,GA,31.297883000000002,-82.71029,-5,1,"31.297883,-82.71029",Atkinson County
39220,31062,Milledgeville,GA,33.087138,-83.22492,-5,1,"33.087138,-83.22492",Baldwin County
39221,31085,Shady Dale,GA,33.421694,-83.61433000000001,-5,1,"33.421694,-83.61433",Jasper County
39307,30544,Demorest,GA,34.593092,-83.562922,-5,1,"34.593092,-83.562922",Habersham County
39308,31313,Hinesville,GA,31.828575,-81.61617,-5,1,"31.828575,-81.61617",Liberty County
39309,31711,Andersonville,GA,32.195361,-84.137,-5,1,"32.195361,-84.137",Cook County
39333,31567,West Green,GA,31.631943,-82.71829,-5,1,"31.631943,-82.71829",Athens County
39334,31747,Ellenton,GA,31.176563,-83.58801,-5,1,"31.176563,-83.58801",Manatee County
39427,30396,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
39428,30708,Cisco,GA,34.945576,-84.7113,-5,1,"34.945576,-84.7113",Benton County
39479,31294,Macon,GA,32.806707,-83.691315,-5,1,"32.806707,-83.691315",Bibb County
39542,30449,Oliver,GA,32.528104,-81.533198,-5,1,"32.528104,-81.533198",Tulsa County
39637,30096,Duluth,GA,33.979401,-84.15118000000001,-5,1,"33.979401,-84.15118",St. Louis County
39674,30023,Alpharetta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
39675,31098,Warner Robins,GA,32.614742,-83.59829,-5,1,"32.614742,-83.59829",Houston County
39676,31211,Macon,GA,32.878304,-83.59963,-5,1,"32.878304,-83.59963",Bibb County
39771,31735,Cobb,GA,31.959366999999997,-83.96028000000001,-5,1,"31.959367,-83.96028",McDonald County
39809,31997,Columbus,GA,32.491005,-84.874123,-5,1,"32.491005,-84.874123",Franklin County
39821,31416,Savannah,GA,32.005255,-81.04771099999999,-5,1,"32.005255,-81.047711",Chatham County
39882,30276,Senoia,GA,33.281102000000004,-84.58017,-5,1,"33.281102,-84.58017",Coweta County
39985,30530,Commerce,GA,34.209907,-83.38389000000001,-5,1,"34.209907,-83.38389",Jackson County
40029,30916,Augusta,GA,33.386041,-82.09099599999999,-5,1,"33.386041,-82.090996",Richmond County
40119,31775,Omega,GA,31.334062,-83.59971,-5,1,"31.334062,-83.59971",Tulsa County
40214,31632,Hahira,GA,30.991859,-83.36415,-5,1,"30.991859,-83.36415",Lowndes County
40215,31643,Quitman,GA,30.783639,-83.55343,-5,1,"30.783639,-83.55343",Wood County
40279,31904,Columbus,GA,32.513391,-84.97753,-5,1,"32.513391,-84.97753",Franklin County
40429,30292,Williamson,GA,33.169646,-84.37168,-5,1,"33.169646,-84.37168",Wayne County
40487,30061,Marietta,GA,33.932842,-84.556004,-5,1,"33.932842,-84.556004",Cobb County
40489,31197,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
40583,30215,Fayetteville,GA,33.40147,-84.46271,-5,1,"33.40147,-84.46271",Cumberland County
40584,31327,Sapelo Island,GA,31.423776,-81.27064,-5,1,"31.423776,-81.27064",McIntosh County
40608,30371,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
40612,31033,Haddock,GA,33.053288,-83.43902,-5,1,"33.053288,-83.43902",Sedgwick County
40625,30442,Millen,GA,32.802448,-81.98380999999999,-5,1,"32.802448,-81.98381",Jenkins County
40693,30297,Forest Park,GA,33.615409,-84.36704,-5,1,"33.615409,-84.36704",n/a
40694,30596,Alto,GA,34.629391,-83.509934,-5,1,"34.629391,-83.509934",Cherokee County
40735,30092,Norcross,GA,33.9692,-84.23261,-5,1,"33.9692,-84.23261",Gwinnett County
40793,30324,Atlanta,GA,33.818304,-84.35779000000001,-5,1,"33.818304,-84.35779",Fulton County
40808,30361,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
40851,30538,Eastanollee,GA,34.511618,-83.25811,-5,1,"34.511618,-83.25811",Stephens County
41009,30535,Demorest,GA,34.573071999999996,-83.55991999999999,-5,1,"34.573072,-83.55992",Habersham County
41080,31090,Toomsboro,GA,32.801223,-83.06671,-5,1,"32.801223,-83.06671",Wilkinson County
41086,30643,Hartwell,GA,34.366948,-82.9201,-5,1,"34.366948,-82.9201",Hart County
41255,31196,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
41315,30101,Acworth,GA,34.052285,-84.68483,-5,1,"34.052285,-84.68483",Cobb County
41342,30421,Collins,GA,32.186824,-82.10699,-5,1,"32.186824,-82.10699",Nowata County
41460,30007,Marietta,GA,33.912473,-84.557181,-5,1,"33.912473,-84.557181",Cobb County
41476,30116,Carrollton,GA,33.560454,-85.02254,-5,1,"33.560454,-85.02254",Dallas County
41545,30273,Rex,GA,33.582877,-84.26906,-5,1,"33.582877,-84.26906",New York County
41546,31824,Preston,GA,32.051618,-84.53419,-5,1,"32.051618,-84.53419",Montgomery County
41674,31329,Springfield,GA,32.390879,-81.32427,-5,1,"32.390879,-81.32427",Greene County
41681,30126,Mableton,GA,33.817738,-84.56087,-5,1,"33.817738,-84.56087",Cobb County
41714,30318,Atlanta,GA,33.786805,-84.43700000000001,-5,1,"33.786805,-84.437",Fulton County
41832,30285,The Rock,GA,32.995865,-84.25092,-5,1,"32.995865,-84.25092",Washington County
41833,30326,Atlanta,GA,33.849853,-84.3606,-5,1,"33.849853,-84.3606",Fulton County
41834,30423,Daisy,GA,32.150061,-81.83478000000001,-5,1,"32.150061,-81.83478",Benton County
41884,30323,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
41885,31782,Putney,GA,31.543065000000002,-84.219594,-5,1,"31.543065,-84.219594",Windham County
41992,31759,Iron City,GA,31.011595,-84.80242,-5,1,"31.011595,-84.80242",Jefferson County
42020,30127,Powder Springs,GA,33.874553000000006,-84.68784000000001,-5,1,"33.874553,-84.68784",Cobb County
42022,31322,Pooler,GA,32.110421,-81.24568000000001,-5,1,"32.110421,-81.24568",Chatham County
42043,30325,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
42045,31796,Warwick,GA,31.782465999999996,-83.86973,-5,1,"31.782466,-83.86973",Kent County
42093,31410,Savannah,GA,32.022019,-80.99193000000001,-5,1,"32.022019,-80.99193",Chatham County
42094,30601,Athens,GA,33.979015999999994,-83.36423,-5,1,"33.979016,-83.36423",n/a
42103,30104,Aragon,GA,34.065792,-85.07226999999999,-5,1,"34.065792,-85.07227",n/a
42147,30123,Cassville,GA,34.244178999999995,-84.84568399999999,-5,1,"34.244179,-84.845684",Barry County
42181,31791,Sylvester,GA,31.536886,-83.86041,-5,1,"31.536886,-83.86041",Worth County
42234,30388,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
42377,30329,Atlanta,GA,33.827554,-84.32355,-5,1,"33.827554,-84.32355",Fulton County
42447,30648,Lexington,GA,33.863779,-83.06063,-5,1,"33.863779,-83.06063",Fayette County
42450,30304,Atlanta,GA,33.848196,-84.429296,-5,1,"33.848196,-84.429296",Fulton County
42456,30120,Cartersville,GA,34.167327,-84.82764,-5,1,"34.167327,-84.82764",Bartow County
42622,30555,McCaysville,GA,34.977037,-84.39839,-5,1,"34.977037,-84.39839",Fannin County
42623,31722,Berlin,GA,31.067313000000002,-83.62288000000001,-5,1,"31.067313,-83.62288",n/a
42775,30392,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
42776,31757,Thomasville,GA,30.883208000000003,-83.91237,-5,1,"30.883208,-83.91237",Thomas County
42818,31794,Tifton,GA,31.459666,-83.51083,-5,1,"31.459666,-83.51083",Tift County
42821,30088,Stone Mountain,GA,33.762106,-84.17938000000001,-5,1,"33.762106,-84.17938",DeKalb County
42843,30639,Franklin Springs,GA,34.281721000000005,-83.14746,-5,1,"34.281721,-83.14746",Franklin County
42893,30283,Jackson,GA,33.295159000000005,-83.965099,-5,1,"33.295159,-83.965099",Montgomery County
42894,31710,Americus,GA,32.051235,-84.181547,-5,1,"32.051235,-84.181547",Sumter County
42927,30350,Atlanta,GA,33.97285,-84.32775,-5,1,"33.97285,-84.32775",Fulton County
42928,31037,Helena,GA,32.094127,-82.91713,-5,1,"32.094127,-82.91713",Lewis and Clark County
42970,30134,Douglasville,GA,33.769636,-84.74967,-5,1,"33.769636,-84.74967",Douglas County
42971,30455,Rocky Ford,GA,32.697762,-81.81036,-5,1,"32.697762,-81.81036",Otero County
42974,30203,Brooks,GA,33.288993,-84.464401,-5,1,"33.288993,-84.464401",Wilson County
42987,31402,Savannah,GA,31.971394,-81.07155999999999,-5,1,"31.971394,-81.07156",Chatham County
43085,30152,Kennesaw,GA,34.002146999999994,-84.63391999999999,-5,1,"34.002147,-84.63392",Cobb County
43117,30655,Monroe,GA,33.786041,-83.69901,-5,1,"33.786041,-83.69901",Ouachita Parish
43172,30376,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
43184,31038,Hillsboro,GA,33.172786,-83.63554,-5,1,"33.172786,-83.63554",Washington County
