,Hospital name,City,County,Acute Care Beds,YearFounded,Affiliation,Notes,Place ID,Hospital Latitude,Hospital Longtitude,Street Address,State,Hospital Zip Code,Full Address,City Zip Code,City Latitude,City Longtitude,Median Income,Population,Joined
314,,Geneva,,,,,,,,,,,,,31810.0,32.577909999999996,-84.54513,15083,245,False
316,,Gibson,,,,,,,,,,,,,30810.0,33.236721,-82.58135,23345,1906,False
317,,Gillsville,,,,,,,,,,,,,30543.0,34.29945900000001,-83.65226,24277,4853,False
318,,Girard,,,,,,,,,,,,,30426.0,33.032445,-81.63251,20893,782,False
320,,Glennville,,,,,,,,,,,,,30427.0,31.945767,-81.93594,23832,12301,False
321,,Glenwood,,,,,,,,,,,,,30428.0,32.190739,-82.69115,19120,2783,False
322,,Good Hope,,,,,,,,,,,,,30641.0,33.766057,-83.57597,30071,1957,False
323,,Gordon,,,,,,,,,,,,,31031.0,32.891498999999996,-83.32748000000002,23844,6213,False
324,,Gough,,,,,,,,,,,,,30811.0,33.050487,-81.929165,26652,2024,False
325,,Gracewood,,,,,,,,,,,,,30812.0,33.386041,-82.09099599999998,16385,394,False
326,,Grantville,,,,,,,,,,,,,30220.0,33.230734000000005,-84.82543000000003,26820,5375,False
327,,Gray,,,,,,,,,,,,,31032.0,33.003454999999995,-83.55078,31832,15113,False
328,,Grayson,,,,,,,,,,,,,30017.0,33.888829,-83.96848,39645,24416,False
329,,Graysville,,,,,,,,,,,,,30726.0,34.975939000000004,-85.1416,-666666666,0,False
330,,Greenville,,,,,,,,,,,,,30222.0,33.034760999999996,-84.73593000000002,20864,4116,False
331,,Grovetown,,,,,,,,,,,,,30813.0,33.459489000000005,-82.20102,33210,44065,False
332,,Guyton,,,,,,,,,,,,,31312.0,32.313815999999996,-81.3908,35947,20297,False
333,,Haddock,,,,,,,,,,,,,31033.0,33.053288,-83.43902,32917,1815,False
334,,Hagan,,,,,,,,,,,,,30429.0,32.159458,-81.93724,19018,210,False
335,,Hahira,,,,,,,,,,,,,31632.0,30.991859,-83.36415,26817,12958,False
336,,Hamilton,,,,,,,,,,,,,31811.0,32.722333,-84.95803000000002,30356,6272,False
337,,Hampton,,,,,,,,,,,,,30228.0,33.401827000000004,-84.30152,29129,42259,False
338,,Haralson,,,,,,,,,,,,,30229.0,33.232155999999996,-84.56854,34839,15245,False
339,,Hardwick,,,,,,,,,,,,,31034.0,33.040103,-83.2182,21715,43762,False
340,,Harlem,,,,,,,,,,,,,30814.0,33.423590000000004,-82.31013,24462,8538,False
341,,Harrison,,,,,,,,,,,,,31035.0,32.835471000000005,-82.70761,28586,1261,False
342,,Hartsfield,,,,,,,,,,,,,31756.0,31.177174,-83.96555,32902,791,False
343,,Hartwell,,,,,,,,,,,,,30643.0,34.366948,-82.9201,21124,16009,False
344,,Helen,,,,,,,,,,,,,30545.0,34.713440999999996,-83.74189,28750,698,False
345,,Helena,,,,,,,,,,,,,31037.0,32.094127,-82.91713,16687,4619,False
346,,Hephzibah,,,,,,,,,,,,,30815.0,33.32157,-82.08872,25155,40347,False
347,,High Shoals,,,,,,,,,,,,,30645.0,33.801274,-83.516374,39174,5726,False
348,,Hillsboro,,,,,,,,,,,,,31038.0,33.172786,-83.63554,28059,566,False
349,,Hoboken,,,,,,,,,,,,,31542.0,31.1747,-82.13812,22297,3170,False
350,,Hogansville,,,,,,,,,,,,,30230.0,33.173516,-84.91736999999998,21308,9470,False
351,,Holly Springs,,,,,,,,,,,,,30142.0,34.242944,-84.458326,37370,41105,False
352,,Homer,,,,,,,,,,,,,30547.0,34.348822,-83.47738000000003,20156,3209,False
353,,Hortense,,,,,,,,,,,,,31543.0,31.320166999999998,-81.85818,21034,4292,False
354,,Hoschton,,,,,,,,,,,,,30548.0,34.097915,-83.77864,36589,18630,False
355,,Howard,,,,,,,,,,,,,31039.0,32.587537,-84.3895,-666666666,0,False
356,,Hull,,,,,,,,,,,,,30646.0,34.065588,-83.31318,28611,6506,False
357,,Ideal,,,,,,,,,,,,,31041.0,32.371371,-84.18258,14451,689,False
358,,Ila,,,,,,,,,,,,,30647.0,34.120239,-83.288117,26681,9227,False
361,,Irwinton,,,,,,,,,,,,,31042.0,32.7615,-83.1612,22485,1477,False
362,,Irwinville,,,,,,,,,,,,,31760.0,31.70628300000001,-83.408633,17566,6737,False
363,,Jacksonville,,,,,,,,,,,,,31544.0,31.840974,-82.96137,20139,778,False
365,,Jefferson,,,,,,,,,,,,,30549.0,34.112581,-83.58251,30514,24892,False
366,,Jeffersonville,,,,,,,,,,,,,31044.0,32.63078400000001,-83.37026999999998,19853,3463,False
367,,Jekyll Island,,,,,,,,,,,,,31527.0,31.064190000000004,-81.42071999999997,-666666666,568,False
368,,Jenkinsburg,,,,,,,,,,,,,30234.0,33.325951,-84.03345999999998,25606,2060,False
369,,Jersey,,,,,,,,,,,,,30018.0,33.717989,-83.801451,24106,38445,False
370,,Jewell,,,,,,,,,,,,,31045.0,33.285773999999996,-82.7749,-666666666,49,False
371,,Jonesboro,,,,,,,,,,,,,30237.0,33.507507333333336,-84.35448433333333,26475,46166,False
372,,Juliette,,,,,,,,,,,,,31046.0,33.054590999999995,-83.78583,24131,3198,False
373,,Junction City,,,,,,,,,,,,,31812.0,32.614374,-84.44513,11987,585,False
374,,Kathleen,,,,,,,,,,,,,31047.0,32.509384000000004,-83.64773000000002,38209,14625,False
375,,Kennesaw,,,,,,,,,,,,,30148.0,34.020548,-84.61549,35982,49565,False
376,,Keysville,,,,,,,,,,,,,30816.0,33.162490000000005,-82.18933,26652,2024,False
377,,Kings Bay,,,,,,,,,,,,,31547.0,30.804684,-81.627717,21594,1420,False
378,,Kingsland,,,,,,,,,,,,,31548.0,30.793409000000004,-81.68428,27743,21146,False
379,,Kingston,,,,,,,,,,,,,30145.0,34.237986,-84.97801,29190,7142,False
380,,Kite,,,,,,,,,,,,,31049.0,32.69992,-82.51380999999998,23488,1856,False
381,,Knoxville,,,,,,,,,,,,,31050.0,32.742084999999996,-83.94646,14004,861,False
382,,La Fayette,,,,,,,,,,,,,30728.0,34.696201,-85.25824,21067,20609,False
383,,Lagrange,,,,,,,,,,,,,30247.333333333332,33.03740766666667,-85.03748166666666,23825,26548,False
384,,Lake Park,,,,,,,,,,,,,31636.0,30.722890000000003,-83.13302,22008,10640,False
385,,Lakemont,,,,,,,,,,,,,30552.0,34.763553,-83.44201,25919,1805,False
387,,Lebanon,,,,,,,,,,,,,30146.0,34.242944,-84.458326,37370,41105,False
388,,Leesburg,,,,,,,,,,,,,31763.0,31.714526,-84.16931,36161,24186,False
389,,Lenox,,,,,,,,,,,,,31487.0,31.281732000000005,-83.45616700000002,22323,2891,False
390,,Leslie,,,,,,,,,,,,,31764.0,31.98309,-84.06866,23716,1514,False
391,,Lexington,,,,,,,,,,,,,30648.0,33.863779,-83.06063,24657,3094,False
392,,Lilburn,,,,,,,,,,,,,30047.5,33.91636200000001,-84.0772045,31381,65420,False
393,,Lilly,,,,,,,,,,,,,31051.0,32.148624,-83.88003,18750,140,False
394,,Lincolnton,,,,,,,,,,,,,30817.0,33.765566,-82.43899,24737,7642,False
395,,Lindale,,,,,,,,,,,,,30147.0,34.175095,-85.18084,22784,4339,False
396,,Lithia Springs,,,,,,,,,,,,,30122.0,33.776137,-84.64484,29476,25786,False
397,,Lizella,,,,,,,,,,,,,31052.0,32.788484000000004,-83.80726,31168,8557,False
398,,Locust Grove,,,,,,,,,,,,,30248.0,33.351277,-84.10645,33352,25161,False
399,,Loganville,,,,,,,,,,,,,30052.0,33.823809000000004,-83.89423000000002,31550,65959,False
400,,Lookout Mountain,,,,,,,,,,,,,30750.0,34.957134,-85.37183,15104,4753,False
401,,Louisville,,,,,,,,,,,,,30434.0,33.008983,-82.37799999999999,19028,5386,False
402,,Louvale,,,,,,,,,,,,,31814.0,32.154164,-84.83856999999998,38594,234,False
403,,Lovejoy,,,,,,,,,,,,,30250.0,33.437428000000004,-84.31519,7455,656,False
404,,Ludowici,,,,,,,,,,,,,31316.0,31.749909999999996,-81.75813000000002,26653,13243,False
405,,Lula,,,,,,,,,,,,,30554.0,34.391688,-83.65979,27146,7687,False
406,,Lumber City,,,,,,,,,,,,,31549.0,31.928525,-82.69332,17421,2157,False
407,,Lumpkin,,,,,,,,,,,,,31815.0,32.030297,-84.81218,15625,3677,False
408,,Luthersville,,,,,,,,,,,,,30251.0,33.201986,-84.69943,25291,2316,False
409,,Lyerly,,,,,,,,,,,,,30730.0,34.376063,-85.4043,18023,1933,False
410,,Lyons,,,,,,,,,,,,,30436.0,32.177508,-82.30448,22341,12092,False
411,,Mableton,,,,,,,,,,,,,30126.0,33.817738,-84.56087,36417,41665,False
412,,Manassas,,,,,,,,,,,,,30438.0,32.152792,-82.01301,-666666666,31,False
413,,Manchester,,,,,,,,,,,,,31816.0,32.862377,-84.60879,19761,5231,False
414,,Manor,,,,,,,,,,,,,31550.0,31.101953,-82.58299,20547,801,False
415,,Mansfield,,,,,,,,,,,,,30055.0,33.504952,-83.74735,27338,3306,False
416,,Marble Hill,,,,,,,,,,,,,30148.0,34.452988,-84.25925,-666666666,861,False
417,,Marshallville,,,,,,,,,,,,,31282.0,32.449791,-83.939233,19246,2238,False
418,,Martin,,,,,,,,,,,,,30557.0,34.491828999999996,-83.17539000000002,21529,4813,False
419,,Matthews,,,,,,,,,,,,,30818.0,33.244828999999996,-82.32636,26968,622,False
420,,Mauk,,,,,,,,,,,,,31058.0,32.498727,-84.42804,23194,1361,False
421,,Maxeys,,,,,,,,,,,,,30671.0,33.748344,-83.18538000000002,25027,954,False
422,,Maysville,,,,,,,,,,,,,30558.0,34.258054,-83.56058,20858,5998,False
423,,McCaysville,,,,,,,,,,,,,30555.0,34.977037,-84.39839,21648,2273,False
424,,McIntyre,,,,,,,,,,,,,31054.0,32.875574,-83.19785,24091,1543,False
425,,McRae,,,,,,,,,,,,,31055.0,32.045313,-82.8916,18310,8194,False
426,,Mcdonough,,,,,,,,,,,,,30252.5,33.459709000000004,-84.126845,34107,50731,False
427,,Meansville,,,,,,,,,,,,,30256.0,33.015476,-84.32186999999998,28670,2589,False
428,,Meigs,,,,,,,,,,,,,31765.0,31.082140999999996,-84.05767,18770,2774,False
429,,Meldrim,,,,,,,,,,,,,31318.0,32.141974,-81.37892,30022,432,False
430,,Menlo,,,,,,,,,,,,,30731.0,34.553484999999995,-85.47893,25386,2221,False
431,,Meridian,,,,,,,,,,,,,31319.0,31.478486,-81.34528,27430,7900,False
432,,Mershon,,,,,,,,,,,,,31551.0,31.496025,-82.27322,17451,963,False
433,,Mesena,,,,,,,,,,,,,30819.0,33.432384000000006,-82.625213,19797,4205,False
434,,Midland,,,,,,,,,,,,,31820.0,32.566196999999995,-84.84121999999998,45584,10815,False
435,,Midville,,,,,,,,,,,,,30441.0,32.792831,-82.23715,20953,1701,False
436,,Midway,,,,,,,,,,,,,31320.0,31.788811,-81.37637,30553,8258,False
437,,Milan,,,,,,,,,,,,,31060.0,32.003035,-83.06336999999998,21939,1866,False
438,,Millwood,,,,,,,,,,,,,31552.0,31.281103,-82.6201,19049,842,False
439,,Milner,,,,,,,,,,,,,30257.0,33.136567,-84.19386,26406,4345,False
440,,Mineral Bluff,,,,,,,,,,,,,30559.0,34.949754999999996,-84.28317,20721,4701,False
441,,Mitchell,,,,,,,,,,,,,30820.0,33.224199,-82.713,24795,1112,False
442,,Molena,,,,,,,,,,,,,30258.0,32.999261,-84.47168,24274,3047,False
443,,Montrose,,,,,,,,,,,,,31065.0,32.564036,-83.16019,23144,1193,False
444,,Moreland,,,,,,,,,,,,,30259.0,33.277468,-84.75388000000002,31997,2886,False
446,,Morganton,,,,,,,,,,,,,30560.0,34.887912,-84.2098,22082,4759,False
448,,Morrow,,,,,,,,,,,,,30273.5,33.544228499999996,-84.34069149999998,24475,37590,False
449,,Morven,,,,,,,,,,,,,31638.0,30.935087,-83.50211,16146,1107,False
450,,Mount Airy,,,,,,,,,,,,,30563.0,34.549681,-83.47201,25963,5955,False
451,,Mount Berry,,,,,,,,,,,,,30149.0,34.280355,-85.182085,3561,1935,False
452,,Mount Vernon,,,,,,,,,,,,,30445.0,32.186824,-82.59170999999998,14563,3929,False
453,,Mount Zion,,,,,,,,,,,,,30150.0,33.643002,-85.181782,21845,35575,False
454,,Mountain City,,,,,,,,,,,,,30562.0,34.917466,-83.38486999999998,16843,1386,False
455,,Murrayville,,,,,,,,,,,,,30564.0,34.466226,-83.88441999999998,25034,3414,False
456,,Musella,,,,,,,,,,,,,31066.0,32.799959,-84.00588,26875,1492,False
457,,Mystic,,,,,,,,,,,,,31769.0,31.620865999999996,-83.24975400000002,17566,6737,False
458,,Nahunta,,,,,,,,,,,,,31553.0,31.17326,-81.97244,16798,4369,False
459,,Naylor,,,,,,,,,,,,,31641.0,30.934298,-83.08841,25788,1966,False
460,,Nelson,,,,,,,,,,,,,30151.0,34.242944,-84.458326,33798,14606,False
461,,Newborn,,,,,,,,,,,,,30056.0,33.500008,-83.67165,29643,2217,False
462,,Newington,,,,,,,,,,,,,30446.0,32.567281,-81.48626999999998,17946,1251,False
464,,Nicholls,,,,,,,,,,,,,31554.0,31.49598300000001,-82.62928000000002,22315,8611,False
465,,Nicholson,,,,,,,,,,,,,30565.0,34.094345000000004,-83.41617,26805,4424,False
466,,Norcross,,,,,,,,,,,,,30060.0,33.95016316666667,-84.1219645,29016,38581,False
467,,Norman Park,,,,,,,,,,,,,31771.0,31.256287,-83.66005,20124,6204,False
468,,Norristown,,,,,,,,,,,,,30447.0,32.505913,-82.49502,20101,13598,False
469,,Norwood,,,,,,,,,,,,,30821.0,33.477946,-82.73454,21974,765,False
470,,Nunez,,,,,,,,,,,,,30448.0,32.49126,-82.36787,41250,76,False
471,,Oakfield,,,,,,,,,,,,,31772.0,31.723178000000004,-83.9628,20446,536,False
472,,Oakman,,,,,,,,,,,,,30732.0,34.569015,-84.711863,26104,3779,False
473,,Oakwood,,,,,,,,,,,,,30566.0,34.236556,-83.89115,27851,7736,False
474,,Ochlocknee,,,,,,,,,,,,,31773.0,30.977162,-84.0615,24837,3547,False
475,,Oconee,,,,,,,,,,,,,31067.0,32.860031,-82.95019,25227,252,False
476,,Odum,,,,,,,,,,,,,31555.0,31.670475,-82.04944,22345,2793,False
477,,Offerman,,,,,,,,,,,,,31556.0,31.412649,-82.11554100000002,18958,88,False
478,,Oglethorpe,,,,,,,,,,,,,31068.0,32.329164,-84.07988,24861,5079,False
479,,Oliver,,,,,,,,,,,,,30449.0,32.528104,-81.533198,25625,163,False
480,,Omaha,,,,,,,,,,,,,31821.0,32.1342,-84.98499,18622,263,False
481,,Omega,,,,,,,,,,,,,31775.0,31.334062,-83.59971,21320,3339,False
482,,Orchard Hill,,,,,,,,,,,,,30266.0,33.265656,-84.298964,27683,25142,False
483,,Oxford,,,,,,,,,,,,,30054.0,33.658113,-83.86249000000002,25394,11904,False
484,,Palmetto,,,,,,,,,,,,,30268.0,33.527793,-84.69453,23888,10434,False
486,,Patterson,,,,,,,,,,,,,31557.0,31.372403000000002,-82.10743000000002,25316,3229,False
487,,Pavo,,,,,,,,,,,,,31778.0,30.966781,-83.72075,20846,2316,False
488,,Peachtree City,,,,,,,,,,,,,30269.0,33.398992,-84.57061999999998,47760,35904,False
489,,Pearson,,,,,,,,,,,,,31642.0,31.272909999999996,-82.83341999999998,20696,4779,False
490,,Pelham,,,,,,,,,,,,,31779.0,31.117271000000002,-84.15678,22604,9998,False
491,,Pembroke,,,,,,,,,,,,,31321.0,32.163245,-81.64211,24346,7640,False
492,,Pendergrass,,,,,,,,,,,,,30567.0,34.167309,-83.68536,29817,3188,False
493,,Perkins,,,,,,,,,,,,,30822.0,32.914843,-81.87901,17292,784,False
494,,Perry,,,,,,,,,,,,,31069.0,32.460791,-83.73541,25963,20167,False
495,,Pine Lake,,,,,,,,,,,,,30072.0,33.791505,-84.20642,40599,727,False
496,,Pine Mountain,,,,,,,,,,,,,31822.0,32.867211,-84.88436999999998,26832,5929,False
497,,Pine Mountain Valley,,,,,,,,,,,,,31823.0,32.801173999999996,-84.82038,25568,797,False
498,,Pinehurst,,,,,,,,,,,,,31070.0,32.185677,-83.76348,29792,985,False
499,,Pineview,,,,,,,,,,,,,31071.0,32.13702,-83.52604000000002,20574,1200,False
500,,Pitts,,,,,,,,,,,,,31072.0,31.951839,-83.56747,23417,1357,False
502,,Plains,,,,,,,,,,,,,31780.0,32.026125,-84.39361,20239,2100,False
503,,Plainville,,,,,,,,,,,,,30733.0,34.409661,-85.03345,23214,2143,False
504,,Pooler,,,,,,,,,,,,,31322.0,32.110421,-81.24568000000002,40454,25459,False
505,,Portal,,,,,,,,,,,,,30450.0,32.55565900000001,-81.9242,15615,2192,False
506,,Porterdale,,,,,,,,,,,,,30070.0,33.576043,-83.89820999999998,12149,484,False
507,,Poulan,,,,,,,,,,,,,31781.0,31.526584000000003,-83.79025,23711,2264,False
508,,Powder Springs,,,,,,,,,,,,,30127.0,33.87455300000001,-84.68784000000002,34615,67688,False
509,,Preston,,,,,,,,,,,,,31824.0,32.051618,-84.53419,20767,1695,False
510,,Pulaski,,,,,,,,,,,,,30451.0,32.414349,-82.086658,-666666666,47,False
511,,Putney,,,,,,,,,,,,,31782.0,31.543065000000002,-84.219594,16814,32477,False
512,,Rabun Gap,,,,,,,,,,,,,30568.0,34.952452,-83.4073,27471,1645,False
513,,Ranger,,,,,,,,,,,,,30734.0,34.531444,-84.69955,26104,3779,False
514,,Ray City,,,,,,,,,,,,,31645.0,31.070627,-83.20286,24453,5053,False
515,,Rayle,,,,,,,,,,,,,30660.0,33.775127000000005,-82.94624,15085,1204,False
516,,Rebecca,,,,,,,,,,,,,31783.0,31.767985999999997,-83.47325,26758,883,False
517,,Red Oak,,,,,,,,,,,,,30272.0,33.625894,-84.516327,28266,75514,False
518,,Redan,,,,,,,,,,,,,30074.0,33.891251000000004,-84.07455999999998,27221,57658,False
519,,Register,,,,,,,,,,,,,30452.0,32.327219,-81.89818000000002,24971,1372,False
520,,Rentz,,,,,,,,,,,,,31075.0,32.370333,-82.96091,20211,2677,False
521,,Resaca,,,,,,,,,,,,,30735.0,34.604648,-84.91926,23011,6334,False
522,,Rex,,,,,,,,,,,,,30273.0,33.582877,-84.26906,29719,14663,False
523,,Reynolds,,,,,,,,,,,,,31076.0,32.54748,-84.10042,19802,3414,False
524,,Rhine,,,,,,,,,,,,,31077.0,31.953407000000002,-83.18058,20714,1395,False
525,,Riceboro,,,,,,,,,,,,,31323.0,31.658252,-81.48778,21571,1213,False
526,,Richland,,,,,,,,,,,,,31825.0,32.109225,-84.66063,22500,2358,False
527,,Richmond Hill,,,,,,,,,,,,,31374.0,31.9131155,-81.3183075,37143,25643,False
528,,Rincon,,,,,,,,,,,,,31326.0,32.293147,-81.23006,34103,20230,False
529,,Ringgold,,,,,,,,,,,,,30736.0,34.916552,-85.14435,29406,43149,False
530,,Rising Fawn,,,,,,,,,,,,,30738.0,34.793833,-85.49945,23759,3766,False
531,,Roberta,,,,,,,,,,,,,31078.0,32.702635,-84.03811,22416,2973,False
532,,Rochelle,,,,,,,,,,,,,31079.0,31.933079,-83.45721999999998,24764,2161,False
533,,Rock Spring,,,,,,,,,,,,,30739.0,34.801988,-85.21956,29036,6460,False
534,,Rockledge,,,,,,,,,,,,,30454.0,32.432854,-82.72979000000002,18226,680,False
535,,Rockmart,,,,,,,,,,,,,30153.0,33.987497,-85.05508,24357,18375,False
536,,Rocky Face,,,,,,,,,,,,,30740.0,34.757918,-85.05879,28792,8457,False
537,,Rocky Ford,,,,,,,,,,,,,30455.0,32.697762,-81.81036,22095,465,False
538,,Roopville,,,,,,,,,,,,,30170.0,33.434562,-85.16973,25863,2943,False
539,,Rossville,,,,,,,,,,,,,30741.0,34.96311,-85.27405,21496,28535,False
540,,Royston,,,,,,,,,,,,,30662.0,34.270167,-83.12841999999998,19505,9077,False
541,,Rupert,,,,,,,,,,,,,31081.0,32.419094,-84.28475,-666666666,72,False
542,,Rutledge,,,,,,,,,,,,,30663.0,33.614556,-83.61157,20060,3052,False
543,,Rydal,,,,,,,,,,,,,30171.0,34.346142,-84.73232,25700,3467,False
545,,Saint Marys,,,,,,,,,,,,,31558.0,30.761081,-81.56912,29862,21307,False
546,,Saint Simons Island,,,,,,,,,,,,,31522.0,31.176515999999996,-81.3802,42933,16402,False
547,,Sale City,,,,,,,,,,,,,31784.0,31.258794,-84.02897,25292,764,False
548,,Sapelo Island,,,,,,,,,,,,,31327.0,31.423776,-81.27064,45649,187,False
549,,Sardis,,,,,,,,,,,,,30456.0,32.969028,-81.79396,20675,1936,False
550,,Sargent,,,,,,,,,,,,,30275.0,33.431181,-84.86733000000002,-666666666,0,False
552,,Sautee Nacoochee,,,,,,,,,,,,,30571.0,34.696896,-83.68012,29688,3545,False
553,,Scotland,,,,,,,,,,,,,31083.0,32.046427,-82.81923,22371,411,False
554,,Scottdale,,,,,,,,,,,,,30079.0,33.791537,-84.25994,27753,2824,False
555,,Screven,,,,,,,,,,,,,31560.0,31.515981,-82.04908,23512,2853,False
556,,Sea Island,,,,,,,,,,,,,31561.0,31.198914000000002,-81.332211,-666666666,39,False
557,,Senoia,,,,,,,,,,,,,30276.0,33.281102000000004,-84.58017,34839,15245,False
558,,Seville,,,,,,,,,,,,,31084.0,31.989039000000002,-83.394574,14453,43,False
559,,Shady Dale,,,,,,,,,,,,,31085.0,33.421694,-83.61433000000002,22500,1292,False
560,,Shannon,,,,,,,,,,,,,30172.0,34.333308,-85.233721,23357,34286,False
561,,Sharon,,,,,,,,,,,,,30664.0,33.560693,-82.80015,30500,28,False
562,,Sharpsburg,,,,,,,,,,,,,30277.0,33.387534,-84.65511,39430,22247,False
564,,Shiloh,,,,,,,,,,,,,31826.0,32.803518,-84.69384000000002,22196,2238,False
565,,Siloam,,,,,,,,,,,,,30665.0,33.535009,-83.07786999999998,16375,67,False
566,,Silver Creek,,,,,,,,,,,,,30173.0,34.145931,-85.14341999999998,25726,5799,False
567,,Smarr,,,,,,,,,,,,,31086.0,32.989503000000006,-83.876108,25070,16459,False
568,,Smithville,,,,,,,,,,,,,31787.0,31.901065999999997,-84.25036999999998,21579,1566,False
569,,Smyrna,,,,,,,,,,,,,30081.0,33.86458433333333,-84.58395999999998,40105,46577,False
570,,Snellville,,,,,,,,,,,,,30058.5,33.841579499999995,-84.02757,31806,40975,False
571,,Social Circle,,,,,,,,,,,,,30025.0,33.65072,-83.70779,31112,9308,False
572,,Soperton,,,,,,,,,,,,,30457.0,32.387041,-82.58272,21206,5885,False
573,,Sparks,,,,,,,,,,,,,31628.5,31.178117999999998,-83.4375115,18750,3660,False
574,,Sparta,,,,,,,,,,,,,31087.0,33.260234999999994,-83.00647,20770,8685,False
575,,Stapleton,,,,,,,,,,,,,30823.0,33.234802,-82.46303,18444,1837,False
576,,Statenville,,,,,,,,,,,,,31648.0,30.703175,-83.02568000000002,26356,912,False
577,,Statham,,,,,,,,,,,,,30666.0,33.957713,-83.58491,27892,10214,False
578,,Stephens,,,,,,,,,,,,,30667.0,33.784316,-83.16666,25027,954,False
579,,Stillmore,,,,,,,,,,,,,30464.0,32.439708,-82.22278,16429,83,False
580,,Stockbridge,,,,,,,,,,,,,30281.0,33.547578,-84.21809,31020,67533,False
581,,Stockton,,,,,,,,,,,,,31649.0,30.957421000000004,-83.00524,32178,1096,False
582,,Stone Mountain,,,,,,,,,,,,,30086.0,33.81660425,-84.14583,26085,46658,False
583,,Suches,,,,,,,,,,,,,30572.0,34.731084,-84.07943,21199,796,False
584,,Sugar Valley,,,,,,,,,,,,,30746.0,34.574804,-85.02481999999998,21581,940,False
586,,Summerville,,,,,,,,,,,,,30750.5,34.4871655,-85.337412,22099,15438,False
587,,Sumner,,,,,,,,,,,,,31789.0,31.484090999999996,-83.73515,24138,855,False
588,,Sunny Side,,,,,,,,,,,,,30284.0,33.345253,-84.289814,25938,96,False
589,,Surrency,,,,,,,,,,,,,31563.0,31.715778000000004,-82.19784,23250,1296,False
590,,Suwanee,,,,,,,,,,,,,30024.0,34.052698,-84.07485,44131,77334,False
591,,Sycamore,,,,,,,,,,,,,31790.0,31.652541999999997,-83.57934,22479,1788,False
592,,Talbotton,,,,,,,,,,,,,31827.0,32.683146,-84.52243,19152,2174,False
593,,Talking Rock,,,,,,,,,,,,,30175.0,34.537611,-84.51135,22759,5544,False
594,,Tallapoosa,,,,,,,,,,,,,30446.0,33.74653,-85.29001099999999,25903,6594,False
595,,Tallulah Falls,,,,,,,,,,,,,30573.0,34.742007,-83.397716,49114,219,False
596,,Talmo,,,,,,,,,,,,,30575.0,34.191571,-83.71124,26052,1533,False
597,,Tarrytown,,,,,,,,,,,,,30470.0,32.309128,-82.52255,27708,338,False
598,,Tate,,,,,,,,,,,,,30177.0,34.418116,-84.38462,36202,1427,False
599,,Taylorsville,,,,,,,,,,,,,30178.0,34.113826,-84.97274,24628,2971,False
600,,Temple,,,,,,,,,,,,,30179.0,33.76324,-85.02667,26907,19109,False
601,,Tennga,,,,,,,,,,,,,30751.0,34.981449,-84.735233,28971,40,False
602,,Tennille,,,,,,,,,,,,,31089.0,32.89115,-82.82775,21113,4695,False
603,,The Rock,,,,,,,,,,,,,30285.0,32.995865,-84.25092,17227,639,False
604,,Tiger,,,,,,,,,,,,,30576.0,34.846806,-83.48178,22466,2310,False
605,,Tignall,,,,,,,,,,,,,30668.0,33.912362,-82.6684,19680,1452,False
606,,Toomsboro,,,,,,,,,,,,,31090.0,32.801223,-83.06671,17121,959,False
607,,Townsend,,,,,,,,,,,,,31331.0,31.547411999999998,-81.3862,27430,7900,False
608,,Trenton,,,,,,,,,,,,,30752.0,34.895625,-85.52702,25761,8463,False
609,,Trion,,,,,,,,,,,,,30753.0,34.558403999999996,-85.30301,22940,7330,False
610,,Tunnel Hill,,,,,,,,,,,,,30755.0,34.85973,-85.03867,25581,8813,False
611,,Turin,,,,,,,,,,,,,30289.0,33.326029999999996,-84.637108,-666666666,276,False
612,,Turnerville,,,,,,,,,,,,,30580.0,34.676584000000005,-83.43578000000002,25393,12230,False
613,,Twin City,,,,,,,,,,,,,30471.0,32.547214000000004,-82.17048,18584,5085,False
614,,Ty Ty,,,,,,,,,,,,,31795.0,31.47387,-83.66484,20161,1781,False
615,,Tybee Island,,,,,,,,,,,,,31328.0,32.006671999999995,-80.84937,42413,3583,False
616,,Tyrone,,,,,,,,,,,,,30290.0,33.48012,-84.58724000000002,40398,8677,False
617,,Unadilla,,,,,,,,,,,,,31091.0,32.24473,-83.72075,21571,4353,False
618,,Union City,,,,,,,,,,,,,30291.0,33.58087800000001,-84.54611,24219,21399,False
619,,Union Point,,,,,,,,,,,,,30669.0,33.652489,-83.08856999999998,18477,3429,False
620,,Upatoi,,,,,,,,,,,,,31829.0,32.557718,-84.73957,48500,956,False
621,,Uvalda,,,,,,,,,,,,,30473.0,32.03096,-82.48796999999998,26115,2445,False
623,,Varnell,,,,,,,,,,,,,30756.0,34.9298,-84.988536,18846,138,False
624,,Vienna,,,,,,,,,,,,,31092.0,32.091578000000005,-83.79311,18784,7133,False
625,,Waco,,,,,,,,,,,,,30182.0,33.658254,-85.23496999999998,19109,2498,False
626,,Wadley,,,,,,,,,,,,,30477.0,32.872098,-82.4023,16288,2911,False
627,,Waleska,,,,,,,,,,,,,30183.0,34.332315,-84.57700000000001,29380,6279,False
628,,Walthourville,,,,,,,,,,,,,31333.0,31.77789000000001,-81.64534,28303,40916,False
629,,Waresboro,,,,,,,,,,,,,31564.0,31.018953999999997,-82.416543,25843,20624,False
630,,Warrenton,,,,,,,,,,,,,30828.0,33.399555,-82.65655,19797,4205,False
631,,Warthen,,,,,,,,,,,,,31094.0,33.125097,-82.81018,27788,1217,False
