,Hospital name,City,County,Acute Care Beds,YearFounded,Affiliation,Notes,Place ID,Hospital Latitude,Hospital Longtitude,Street Address,State,Hospital Zip Code,Full Address,City Zip Code,City Latitude,City Longtitude,Median Income,Population,Joined
89,Piedmont Athens Regional,Athens,Clarke County,350,1919,Piedmont,Formerly Athens Regional Medical Center,ChIJx6REsTht9ogRarSpPB_uhR4,33.9613926,-83.39796729999998,1199 Prince Avenue,Georgia,30606.0,"1199 Prince Ave, Athens, GA 30606, USA",30606.666666666668,33.95374808333333,-83.38985975000001,14474,21862,False
90,Piedmont Columbus Regional - Midtown,Columbus,Muscogee County,583,1982,Piedmont,Formerly Midtown Medical Center,ChIJO73PkM_NjIgR9BqzLSabVsM,32.4802456,-84.9824948,710 Center Street,Georgia,31901.0,"710 Center St, Columbus, GA 31901, USA",31936.8,32.4919296,-84.91847300000002,21683,34613,False
91,Piedmont Columbus Regional - Northside,Columbus,Muscogee County,100,,Piedmont,facility was previously Jack Hughston Memorial Hospital [4],ChIJU_E0e1rLjIgRUNL3PnI_vc4,32.534584,-84.95118199999999,100 Frist Court,Georgia,31909.0,"100 Frist Ct, Columbus, GA 31909, USA",31936.8,32.4919296,-84.91847300000002,21683,34613,False
92,Piedmont Fayette Hospital,Fayetteville,Fayette County,300,,Piedmont,,ChIJZfvWaSfv9IgRO0Er_vksXXU,33.4527476,-84.5081318,1255 Highway 54 West,Georgia,30214.0,"1255 Hwy 54 W, Fayetteville, GA 30214, USA",30214.5,33.440110000000004,-84.469695,36318,33029,False
93,Piedmont Mountainside Hospital,Jasper,Pickens County,35,,Piedmont,,ChIJYY_e2pmIX4gRm7F9jNiSS2U,34.445617999999996,-84.4481517,1266 Georgia 515,Georgia,30143.0,"1266 GA-515, Jasper, GA 30143, USA",30143.0,34.454934,-84.41583,30317,21487,False
94,Piedmont Newton Hospital,Covington,Newton County,97,1954,Piedmont,"Joined Piedmont Healthcare October 1, 2015[5]; Formerly Newton Medical Center",ChIJH9lU1_Y09IgR9XQ2zbkDfas,33.6013604,-83.8478329,5126 Hospital Drive Northeast,Georgia,30014.0,"5126 Hospital Dr NE, Covington, GA 30014, USA",30015.0,33.55977166666667,-83.88321166666667,25200,43710,False
95,Piedmont Rockdale Hospital,Conyers,Rockdale County,138,,Piedmont,formerly Rockdale Medical Center,ChIJuSz3VZe09YgRDST4yZ0r8CQ,33.680682,-84.00149180000003,1412 Milstead Avenue Northeast,Georgia,30012.0,"1412 Milstead Ave NE, Conyers, GA 30012, USA",30039.666666666668,33.65076833333333,-84.01582333333334,29512,29633,False
96,Piedmont Walton Hospital,Monroe,Walton County,135,,Piedmont,formerly Clearview Regional Medical Center,ChIJaRUeC_fQ9YgR233yHfGn51k,33.79880929999999,-83.75027109999998,2151 West Spring Street,Georgia,30655.0,"2151 W Spring St, Monroe, GA 30655, USA",30655.5,33.821732,-83.709,27809,20669,False
97,Putnam General Hospital,Eatonton,Putnam County,25,,Navicent Partner,,ChIJs7uOmNuW9ogRM349HrEZnXI,33.3356127,-83.37114910000003,101 Lake Oconee Parkway,Georgia,31024.0,"101 Lake Oconee Pkwy, Eatonton, GA 31024, USA",31024.0,33.318579,-83.35432,26389,20438,False
98,South Georgia Medical Center,Valdosta,Lowndes County,335,1955,SGMC,,ChIJ66lsp6ln7ogRevC7JIyEYdI,30.8616385,-83.2861741,2501 North Patterson Street,Georgia,31602.0,"2501 N Patterson St, Valdosta, GA 31602, USA",31625.0,30.855496444444448,-83.26009933333334,20937,20502,False
99,South Georgia Medical Center Berrien,Nashville,Berrien County,51,1965,SGMC,Formerly Berrien County Hospital,ChIJm5u1EpI97ogRJUmO7M4AcSU,31.203059999999997,-83.238716,1221 East Mcpherson Avenue,Georgia,31639.0,"1221 E Mcpherson Ave, Nashville, GA 31639, USA",31649.0,31.202194,-83.23244199999999,21910,10237,False
100,South Georgia Medical Center Lanier,Lakeland,Lanier County,25,1950,SGMC,Formerly Louis Smith Memorial Hospital,ChIJr4y6kdBH7ogRNZFs0czCyEc,31.04234200000001,-83.086298,116 West Thigpen Avenue,Georgia,31635.0,"116 W Thigpen Ave, Lakeland, GA 31635, USA",31635.0,31.055578000000004,-83.07103000000002,20662,6602,False
101,Southeast Georgia Health System Brunswick,Brunswick,Glynn County,316,1866/1955,SGHS,,ChIJ1-_OK5DX5IgRdflE39bCudw,31.175415,-81.48448590000001,2415 Parkwood Drive,Georgia,31520.0,"2415 Parkwood Dr, Brunswick, GA 31520, USA",31522.6,31.2207972,-81.523048,-133314971,18080,False
103,Southern Regional Medical Center,Riverdale,Clayton County,331,1971,â,,ChIJRTfSZYf79IgROf81g6_n6Ik,33.5793831,-84.3896726,11 Upper Riverdale Road,Georgia,30274.0,"11 Upper Riverdale Rd, Riverdale, GA 30274, USA",30285.0,33.559928,-84.42047500000001,24951,32009,False
104,Southwell Medical Center,Adel,Cook County,60,2019,Southwell,replaced Cook Medical Center,ChIJi04_F4EN7ogR9azyo4HRENU,31.1087864,-83.4267703,260 M J Taylor Road,Georgia,31620.0,"260 M J Taylor Rd, Adel, GA 31620, USA",31620.0,31.133004,-83.42736,25632,10836,False
105,Southwell Tift Regional Medical Center,Tifton,Tift County,181,1965,Southwell,,ChIJty7M0_P98YgRxER4yfdK-_0,31.471027799999998,-83.49113969999998,901 18th Street,Georgia,31794.0,"901 18th St, Tifton, GA 31794, USA",31793.5,31.472552,-83.5072255,25598,18474,False
107,St. Mary's Good Samaritan Hospital,Greensboro,Greene County,25,,St. Mary's,,ChIJKYKV_9D19ogRqw0G2t8nSz0,33.4814149,-83.2421769,5401 Lake Oconee Parkway,Georgia,30642.0,"5401 Lake Oconee Pkwy, Greensboro, GA 30642, USA",30647.0,33.5531915,-83.28106300000002,28823,11949,False
108,St. Mary's Sacred Heart Hospital,Lavonia,Franklin County,56,,St. Mary's,formerly Ty Cobb Regional Medical Center,ChIJy47AHbCbWIgR3ABU0UH--bI,34.4405739,-83.1317579,367 Clear Creek Drive,Georgia,30553.0,"367 Clear Creek Dr, Lavonia, GA 30553, USA",30553.0,34.450501,-83.09448,23650,7994,False
109,Stephens County Hospital,Toccoa,Stephens County,96,,â,,ChIJYd5YCFi5WIgRmg1mIwWVKIU,34.5929016,-83.3479768,163 Hospital Road,Georgia,30577.0,"163 Hospital Rd, Toccoa, GA 30577, USA",30587.5,34.579629,-83.339625,20782,21204,False
110,Tanner Medical Center Carrollton,Carrollton,Carroll County,201,1949,Tanner,,ChIJla3puAgvi4gRvcfXoTSjZJM,33.5697063,-85.0743578,705 Dixie Street,Georgia,30117.0,"705 Dixie St, Carrollton, GA 30117, USA",30127.2,33.5820752,-85.065821,18315,24372,False
111,Tanner Medical Center Villa Rica,Villa Rica,Carroll County,80,1955/2003,Tanner,,ChIJLeUeBRkr9YgRnP7T9_KqCgg,33.744505600000004,-84.9167497,601 Dallas Highway,Georgia,30180.0,"601 Dallas Hwy, Villa Rica, GA 30180, USA",30180.0,33.718078999999996,-84.92356,31256,37325,False
112,Taylor Regional Hospital,Hawkinsville,Pulaski County,55,1936,â,,ChIJ_2D6gIrX84gRzcPaLDIpARI,32.296372999999996,-83.48411639999998,222 Perry Highway,Georgia,31036.0,"222 Perry Hwy, Hawkinsville, GA 31036, USA",31036.0,32.270314,-83.48517,22063,12322,False
113,Union General Hospital,Blairsville,Union County,45,1959,Union Regional,,ChIJjWZD7IgXX4gR__9EVe5emBc,34.8859816,-83.96260509999998,35 Hospital Road,Georgia,30512.0,"35 Hospital Rd, Blairsville, GA 30512, USA",30513.0,34.889477,-84.0116735,24412,21080,False
114,University Hospital McDuffie,Thomson,McDuffie County,25,,University Health,Formerly McDuffie Regional Medical Center,ChIJ-2cJIphz94gRcqrR6rDI6Kg,33.523061,-82.50182029999998,2460 Washington Road,Georgia,30824.0,"2460 Washington Rd, Thomson, GA 30824, USA",30824.0,33.490536,-82.5028,21449,17025,False
115,Upson Regional Medical Center,Thomaston,Upson County,120,,â,,ChIJc5dLsJV-84gRpOVOMhpTcKg,32.8858696,-84.33678540000001,801 West Gordon Street,Georgia,30286.0,"801 W Gordon St, Thomaston, GA 30286, USA",30286.0,32.895794,-84.33084000000002,22114,22085,False
116,Warm Springs Medical Center,Warm Springs,Meriwether County,104,1957,â,,ChIJxU4xorFe84gR0xfv0kjlFpk,32.8893309,-84.68321800000001,5995 Spring Street,Georgia,31830.0,"5995 Spring St, Warm Springs, GA 31830, USA",31830.0,32.896166,-84.71191,16714,2571,False
117,Washington County Regional Medical Center,Sandersville,Washington County,116,1961,â,,ChIJjbK7_cUu94gR775aF55a_zE,32.9959208,-82.80407840000001,610 Sparta Road,Georgia,31082.0,"610 Sparta Rd, Sandersville, GA 31082, USA",31082.0,32.984528999999995,-82.8375,22395,9636,False
118,Wayne Memorial Hospital,Jesup,Wayne County,115,1896,â,,ChIJufklTPS4-ogRUylFvMwF_jc,31.6008418,-81.90010939999998,865 South 1st Street,Georgia,31545.0,"865 S 1st St, Jesup, GA 31545, USA",31572.0,31.59210575,-81.883421,20779,9990,False
119,WellStar Cobb Hospital,Austell,Cobb County,368,,WellStar,,ChIJW4JGDyI39YgRLF1itT32KfI,33.85702980000001,-84.60479620000001,3950 Austell Road Southwest,Georgia,30106.0,"3950 Austell Rd SW, Austell, GA 30106, USA",30137.0,33.8127585,-84.61607000000001,27179,24021,False
120,WellStar Douglas Hospital,Douglasville,Douglas County,102,1946,WellStar,,ChIJsWWRGvgm9YgRf8NGAxYeVlc,33.7389784,-84.7318315,8954 Hospital Drive,Georgia,30134.0,"8954 Hospital Dr, Douglasville, GA 30134, USA",30139.0,33.712627499999996,-84.74410499999999,30083,55124,False
121,WellStar Kennestone Hospital,Marietta,Cobb County,633,,WellStar,,ChIJQVepTEYU9YgRoKS935JAFIM,33.96986570000001,-84.55178719999998,677 Church Street,Georgia,30060.0,"677 Church St, Marietta, GA 30060, USA",30054.0,33.943484857142856,-84.53430707142856,35210,45780,False
122,WellStar North Fulton Hospital,Roswell,Fulton County,202,1983,WellStar,Formerly North Fulton Regional Hospital,ChIJAURpBvl09YgR8laXHFf66_4,34.062673100000005,-84.32048409999999,3000 Hospital Boulevard,Georgia,30076.0,"3000 Hospital Blvd, Roswell, GA 30076, USA",30076.0,33.975564,-84.39239333333333,40065,48737,False
123,WellStar Paulding Hospital,Hiram,Paulding County,216,1954,WellStar,,ChIJMzJn-How9YgRhhfE1kXnu30,33.901053000000005,-84.7816248,2518 Jimmy Lee Smith Parkway,Georgia,30141.0,"2518 Jimmy Lee Smith Pkwy, Hiram, GA 30141, USA",30141.0,33.867574,-84.77103000000002,31176,23326,False
124,WellStar Spalding Regional Hospital,Griffin,Spalding County,160,,WellStar,Formerly Spalding Regional Medical Center,ChIJyexMgeBh9IgRxUd1HX227ns,33.2393061,-84.2672705,601 South 8th Street,Georgia,30224.0,"601 S 8th St, Griffin, GA 30224, USA",30223.5,33.2418195,-84.26366499999999,23932,31064,False
125,WellStar Sylvan Grove Hospital,Jackson,Butts County,21,,WellStar,,ChIJB5o2d9JB9IgRr-4NjnGt52c,33.3038136,-83.97775999999998,1050 McDonough Road,Georgia,30233.0,"1050 McDonough Rd, Jackson, GA 30233, USA",30258.0,33.29484050000001,-83.97038950000001,24625,23245,False
127,Wills Memorial Hospital,Washington,Wilkes County,25,1924,â,,ChIJaf2Qfo-v94gRgVuzIsowsPY,33.72862539999999,-82.74252109999998,120 Gordon Street,Georgia,30673.0,"120 Gordon St, Washington, GA 30673, USA",30673.0,33.728753999999995,-82.72612,19859,7626,False
128,Candler Hospital,Savannah,Chatham County,384,1804,SJCHS,"Oldest hospital in Georgia, and second oldest in continuous operation in the U.S.",ChIJpb2fD5N1-4gRM-PXE90FV6c,32.0278294,-81.1001261,Reynolds Street Midtown,Georgia,31405.0,"5353 Reynolds St, Savannah, GA 31405, USA",31420.043478260868,32.00549926086957,-81.08729143478259,26070,25759,False
129,Memorial Health University Medical Center,Savannah,Chatham County,654,1955,HCA,,ChIJ58O7Xe51-4gR1iUiqWi29js,32.030295,-81.088798,Waters Avenue Midtown,Georgia,31404.0,"4700 Waters Ave, Savannah, GA 31404, USA",31420.043478260868,32.00549926086957,-81.08729143478259,26070,25759,False
131,Fannin Regional Hospital,Blue Ridge,Fannin County,50,,â,,ChIJN7SfeV2vX4gRu5N9mgngcXo,34.91773480000001,-84.3743296,2855 Old Highway 5,Georgia,30513.0,"2855 Old Hwy 5 North, Blue Ridge, GA 30513, USA",30513.0,34.851171,-84.32905,26086,11753,False
132,Habersham Medical Center,Demorest,Habersham County,137,,â,,ChIJZ-CjEsfaWIgRY0GR2c3TCfo,34.581043799999996,-83.53708859999998,541 Historic Hwy,Georgia,30535.0,"541 Historic Hwy #441-N, Demorest, GA 30535, USA",30539.5,34.583082,-83.561421,24391,7431,False
137,,Abbeville,,,,,,,,,,,,,31001.0,31.972626,-83.33081999999997,20880,4563,False
138,,Acworth,,,,,,,,,,,,,30101.5,34.0751415,-84.651565,33711,49841,False
139,,Adairsville,,,,,,,,,,,,,30103.0,34.368646999999996,-84.92452,24570,16138,False
140,,Adrian,,,,,,,,,,,,,31002.0,32.549853999999996,-82.56948,19562,3071,False
141,,Ailey,,,,,,,,,,,,,30410.0,32.196135999999996,-82.50985,26628,1715,False
142,,Alamo,,,,,,,,,,,,,30411.0,32.146031,-82.792,28321,4766,False
143,,Alapaha,,,,,,,,,,,,,31622.0,31.37966500000001,-83.21803,23214,1972,False
144,,Allenhurst,,,,,,,,,,,,,31301.0,31.764663,-81.6098,23444,4006,False
145,,Allentown,,,,,,,,,,,,,31003.0,32.600621999999994,-83.22095999999998,19375,88,False
146,,Alma,,,,,,,,,,,,,31510.0,31.551458,-82.44618,20124,9914,False
147,,Alpharetta,,,,,,,,,,,,,30044.166666666668,33.99606133333333,-84.325964,53503,45849,False
148,,Alston,,,,,,,,,,,,,30412.0,32.083878999999996,-82.47988000000002,26786,69,False
149,,Alto,,,,,,,,,,,,,30553.0,34.542559999999995,-83.54953200000001,20189,9042,False
150,,Ambrose,,,,,,,,,,,,,31512.0,31.57344,-83.01501999999998,21716,2131,False
151,,Andersonville,,,,,,,,,,,,,31711.0,32.195361,-84.137,18912,967,False
152,,Appling,,,,,,,,,,,,,30802.0,33.620669,-82.30514000000002,23555,6147,False
153,,Arabi,,,,,,,,,,,,,31712.0,31.836577000000002,-83.72045,21425,1084,False
154,,Aragon,,,,,,,,,,,,,30104.0,34.065792,-85.07226999999997,25169,4960,False
155,,Argyle,,,,,,,,,,,,,31623.0,31.071563,-82.65231999999997,15833,113,False
157,,Armuchee,,,,,,,,,,,,,30105.0,34.448075,-85.15313,30729,1776,False
158,,Arnoldsville,,,,,,,,,,,,,30619.0,33.863663,-83.24825,22368,1277,False
159,,Ashburn,,,,,,,,,,,,,31714.0,31.709742,-83.66519,22190,5866,False
161,,Auburn,,,,,,,,,,,,,30011.0,34.022974,-83.83416,26042,15428,False
162,,Avera,,,,,,,,,,,,,30803.0,33.163467,-82.52017,24306,965,False
163,,Avondale Estates,,,,,,,,,,,,,30002.0,33.772121999999996,-84.26491,35693,5920,False
164,,Axson,,,,,,,,,,,,,31624.0,31.297883000000002,-82.71029,24761,1468,False
165,,Baconton,,,,,,,,,,,,,31716.0,31.3709,-84.12921,22798,2960,False
166,,Baldwin,,,,,,,,,,,,,30511.0,34.469971,-83.50035,25438,4009,False
167,,Ball Ground,,,,,,,,,,,,,30107.0,34.344939000000004,-84.37204,33798,14606,False
168,,Barnesville,,,,,,,,,,,,,30204.0,33.05413,-84.14862,18894,12940,False
169,,Barney,,,,,,,,,,,,,31625.0,31.003273999999998,-83.5282,19658,972,False
170,,Bartow,,,,,,,,,,,,,30413.0,32.884137,-82.50969,19507,1805,False
171,,Barwick,,,,,,,,,,,,,31720.0,30.890906,-83.73816,22176,296,False
172,,Baxley,,,,,,,,,,,,,31514.0,31.743282999999998,-82.32582850000001,20967,16247,False
173,,Bellville,,,,,,,,,,,,,30414.0,32.154990000000005,-81.97825999999998,23948,10777,False
174,,Berlin,,,,,,,,,,,,,31722.0,31.067313000000002,-83.62288000000002,20714,496,False
175,,Bethlehem,,,,,,,,,,,,,30620.0,33.928948999999996,-83.73524,31686,13644,False
176,,Bishop,,,,,,,,,,,,,30621.0,33.804849,-83.48164,39174,5726,False
177,,Blackshear,,,,,,,,,,,,,31516.0,31.307234,-82.25779,21948,14541,False
178,,Bloomingdale,,,,,,,,,,,,,31302.0,32.129474,-81.33121,27154,8139,False
180,,Blythe,,,,,,,,,,,,,30805.0,33.297318,-82.21503,24571,2735,False
181,,Bogart,,,,,,,,,,,,,30622.0,33.927792,-83.51552,31600,11803,False
182,,Bolingbroke,,,,,,,,,,,,,31004.0,32.946971000000005,-83.800628,35734,34305,False
183,,Bonaire,,,,,,,,,,,,,31005.0,32.556668,-83.62435,40557,17530,False
184,,Boneville,,,,,,,,,,,,,30806.0,33.527993,-82.5104,19427,4499,False
185,,Boston,,,,,,,,,,,,,31626.0,30.782963,-83.78882,23785,3211,False
186,,Bostwick,,,,,,,,,,,,,30623.0,33.754234999999994,-83.511055,17714,130,False
187,,Bowdon,,,,,,,,,,,,,30108.0,33.533934,-85.26088,21243,7351,False
188,,Bowdon Junction,,,,,,,,,,,,,30109.0,33.653355,-85.136227,21845,35575,False
189,,Bowersville,,,,,,,,,,,,,30516.0,34.370551,-83.05998000000002,21774,2012,False
190,,Bowman,,,,,,,,,,,,,30624.0,34.193943,-83.03375,23739,3256,False
191,,Box Springs,,,,,,,,,,,,,31801.0,32.527813,-84.59822,22345,3240,False
193,,Bristol,,,,,,,,,,,,,31518.0,31.513510999999998,-82.18481,20565,927,False
195,,Brookfield,,,,,,,,,,,,,31727.0,31.44172,-83.503715,22670,27308,False
196,,Brooklet,,,,,,,,,,,,,30415.0,32.3456,-81.62339,30633,6161,False
197,,Brooks,,,,,,,,,,,,,30204.0,33.28235,-84.4657305,35662,2864,False
198,,Broxton,,,,,,,,,,,,,31519.0,31.67654000000001,-82.88991,25177,3474,False
199,,Buchanan,,,,,,,,,,,,,30113.0,33.846270000000004,-85.20291,24277,6649,False
200,,Buckhead,,,,,,,,,,,,,30625.0,33.527207000000004,-83.34676,26886,2140,False
201,,Buena Vista,,,,,,,,,,,,,31803.0,32.315915000000004,-84.52238,21835,5487,False
202,,Buford,,,,,,,,,,,,,30517.333333333332,34.056974,-84.00096966666665,34867,50597,False
203,,Butler,,,,,,,,,,,,,31006.0,32.563544,-84.2461,23952,4476,False
204,,Byromville,,,,,,,,,,,,,31007.0,32.199721000000004,-83.91327,18878,1132,False
205,,Cadwell,,,,,,,,,,,,,31009.0,32.309003000000004,-83.02646999999997,16112,1317,False
207,,Camak,,,,,,,,,,,,,30807.0,33.453039000000004,-82.64828,32708,70,False
208,,Canon,,,,,,,,,,,,,30520.0,34.338008,-83.09656,18854,5179,False
209,,Carlton,,,,,,,,,,,,,30627.0,33.994139000000004,-82.97819,21594,2393,False
210,,Carnesville,,,,,,,,,,,,,30521.0,34.360544,-83.28544000000002,25852,5042,False
211,,Cassville,,,,,,,,,,,,,30123.0,34.244178999999995,-84.84568399999998,28140,41253,False
212,,Cataula,,,,,,,,,,,,,31804.0,32.651617,-84.88805,33027,5865,False
213,,Cave Spring,,,,,,,,,,,,,30124.0,34.118206,-85.34000999999998,27203,2896,False
214,,Cecil,,,,,,,,,,,,,31447.0,31.0473785,-83.3935095,20703,247,False
216,,Centerville,,,,,,,,,,,,,31028.0,32.632111,-83.67795,34868,6464,False
217,,Chauncey,,,,,,,,,,,,,31011.0,32.108676,-83.06006,23958,694,False
218,,Cherrylog,,,,,,,,,,,,,30522.0,34.801665,-84.37931,23906,897,False
219,,Chester,,,,,,,,,,,,,31012.0,32.396381,-83.16892,24198,3099,False
220,,Chestnut Mountain,,,,,,,,,,,,,30502.0,34.212993,-83.79485799999998,33127,37056,False
221,,Chickamauga,,,,,,,,,,,,,30707.0,34.827019,-85.32883000000002,25303,15956,False
222,,Chula,,,,,,,,,,,,,31733.0,31.592199,-83.48004,26181,1319,False
223,,Cisco,,,,,,,,,,,,,30708.0,34.945576,-84.7113,33011,234,False
224,,Clarkdale,,,,,,,,,,,,,30111.0,33.912473,-84.557181,34615,67688,False
225,,Clarkesville,,,,,,,,,,,,,30523.0,34.700311,-83.51879,25393,12230,False
226,,Clarkston,,,,,,,,,,,,,30021.0,33.809604,-84.2387,20929,24137,False
227,,Clayton,,,,,,,,,,,,,30525.0,34.882362,-83.4156,19946,7305,False
228,,Clermont,,,,,,,,,,,,,30527.0,34.481514000000004,-83.78599,26373,4377,False
229,,Cleveland,,,,,,,,,,,,,30528.0,34.595859000000004,-83.76194,25071,24761,False
231,,Clinchfield,,,,,,,,,,,,,31013.0,32.338639,-83.692562,22063,12322,False
232,,Clyo,,,,,,,,,,,,,31303.0,32.508239,-81.3128,26986,2621,False
233,,Cobb,,,,,,,,,,,,,31735.0,31.959366999999997,-83.96028000000003,15755,715,False
234,,Cobbtown,,,,,,,,,,,,,30420.0,32.301639,-82.11842,22266,845,False
235,,Cohutta,,,,,,,,,,,,,30710.0,34.935105,-84.94641999999997,31602,7154,False
236,,Colbert,,,,,,,,,,,,,30628.0,34.041416,-83.21996999999998,26875,6874,False
238,,Collins,,,,,,,,,,,,,30421.0,32.186824,-82.10699,22727,3322,False
239,,Comer,,,,,,,,,,,,,30629.0,34.072573,-83.11913,22107,4735,False
240,,Concord,,,,,,,,,,,,,30206.0,33.109598999999996,-84.45541,31576,3609,False
241,,Conley,,,,,,,,,,,,,30288.0,33.647275,-84.32753000000002,27808,9230,False
242,,Coolidge,,,,,,,,,,,,,31738.0,31.012041999999997,-83.87218,24940,1935,False
243,,Coosa,,,,,,,,,,,,,30129.0,34.333308,-85.233721,24184,41961,False
244,,Cornelia,,,,,,,,,,,,,30531.0,34.514215,-83.54118000000003,25113,10818,False
245,,Cotton,,,,,,,,,,,,,31739.0,31.260443,-84.253089,22604,9998,False
246,,Crandall,,,,,,,,,,,,,30711.0,34.93882,-84.76558,26672,3551,False
247,,Crawford,,,,,,,,,,,,,30630.0,33.892957,-83.15548000000003,21301,2264,False
248,,Crawfordville,,,,,,,,,,,,,30631.0,33.570316999999996,-82.88542,19830,1647,False
249,,Crescent,,,,,,,,,,,,,31304.0,31.49507100000001,-81.381908,-666666666,0,False
250,,Culloden,,,,,,,,,,,,,31016.0,32.861385999999996,-84.11731999999998,20720,2033,False
251,,Cusseta,,,,,,,,,,,,,31805.0,32.285534999999996,-84.76332,21033,2431,False
252,,Dacula,,,,,,,,,,,,,30019.0,33.981721,-83.88302,38465,49262,False
253,,Daisy,,,,,,,,,,,,,30423.0,32.150061,-81.83478000000002,18750,121,False
254,,Dallas,,,,,,,,,,,,,30144.5,33.919119499999994,-84.83961500000001,32294,44891,False
256,,Danielsville,,,,,,,,,,,,,30633.0,34.17085,-83.24654,26681,9227,False
257,,Danville,,,,,,,,,,,,,31017.0,32.600844,-83.24549,20712,1913,False
258,,Darien,,,,,,,,,,,,,31305.0,31.407597999999997,-81.39094,23883,5983,False
259,,Davisboro,,,,,,,,,,,,,31018.0,32.976548,-82.61607,7448,2674,False
261,,Dawsonville,,,,,,,,,,,,,30534.0,34.416521,-84.10849,30879,28843,False
262,,De Soto,,,,,,,,,,,,,31743.0,31.930451,-84.02920999999998,9976,444,False
263,,Dearing,,,,,,,,,,,,,30808.0,33.397137,-82.40335,19427,4499,False
264,,Denton,,,,,,,,,,,,,31532.0,31.718382000000002,-82.73595,19412,650,False
265,,Dewy Rose,,,,,,,,,,,,,30634.0,34.212835999999996,-82.94112,19906,1802,False
266,,Dexter,,,,,,,,,,,,,31019.0,32.427633,-83.05632,23851,2035,False
267,,Dillard,,,,,,,,,,,,,30537.0,34.977198,-83.35161,21918,1534,False
268,,Dixie,,,,,,,,,,,,,31629.0,30.802821,-83.69126,39050,732,False
269,,Doerun,,,,,,,,,,,,,31744.0,31.325003999999996,-83.90937,25365,2791,False
270,,Dover,,,,,,,,,,,,,30424.0,32.767634,-81.629062,22345,12070,False
271,,Dry Branch,,,,,,,,,,,,,31020.0,32.719907,-83.4905,18750,1688,False
272,,Du Pont,,,,,,,,,,,,,31630.0,30.963729999999998,-82.86455,19868,560,False
273,,Dudley,,,,,,,,,,,,,31022.0,32.516865,-83.09905,27457,1715,False
274,,East Ellijay,,,,,,,,,,,,,30539.0,34.680011,-84.47154,24587,7843,False
275,,Eastanollee,,,,,,,,,,,,,30538.0,34.511618,-83.25811,22088,3120,False
276,,Eden,,,,,,,,,,,,,31307.0,32.183211,-81.39979,18750,908,False
278,,Elko,,,,,,,,,,,,,31025.0,32.335147,-83.74571,51757,866,False
279,,Ellabell,,,,,,,,,,,,,31308.0,32.172661,-81.48447,26737,7114,False
280,,Ellaville,,,,,,,,,,,,,31806.0,32.246795,-84.32008,27406,5180,False
281,,Ellenton,,,,,,,,,,,,,31747.0,31.176563,-83.58801,11131,156,False
282,,Ellenwood,,,,,,,,,,,,,30294.0,33.639658000000004,-84.26822,31439,41782,False
283,,Ellerslie,,,,,,,,,,,,,31807.0,32.634965,-84.80136999999998,29924,3215,False
284,,Ellijay,,,,,,,,,,,,,30540.0,34.688716,-84.46715999999998,22275,20169,False
285,,Emerson,,,,,,,,,,,,,30137.0,34.124283,-84.75579,24091,1807,False
286,,Enigma,,,,,,,,,,,,,31749.0,31.439212,-83.34040999999998,22908,2649,False
287,,Epworth,,,,,,,,,,,,,30541.0,34.925622,-84.42981,23077,1580,False
288,,Esom Hill,,,,,,,,,,,,,30138.0,33.99994,-85.172297,23343,23814,False
289,,Eton,,,,,,,,,,,,,30724.0,34.822176,-84.75967,24457,33460,False
290,,Evans,,,,,,,,,,,,,30809.0,33.551145,-82.13949000000002,41069,45542,False
291,,Experiment,,,,,,,,,,,,,30212.0,33.278205,-84.288803,20181,36986,False
292,,Fairburn,,,,,,,,,,,,,30213.0,33.565661999999996,-84.59321,30412,32729,False
293,,Fairmount,,,,,,,,,,,,,30139.0,34.434629,-84.70133,28901,4143,False
294,,Fargo,,,,,,,,,,,,,31631.0,30.680867,-82.58028,25509,415,False
295,,Farmington,,,,,,,,,,,,,30638.0,33.775001,-83.42456,37228,18337,False
296,,Felton,,,,,,,,,,,,,30140.0,33.88232,-85.234946,24277,6649,False
297,,Fleming,,,,,,,,,,,,,31309.0,31.873145,-81.42676,19800,923,False
298,,Flintstone,,,,,,,,,,,,,30725.0,34.932348,-85.35064,21244,4646,False
299,,Flovilla,,,,,,,,,,,,,30216.0,33.251174,-83.89284,15399,2376,False
300,,Flowery Branch,,,,,,,,,,,,,30542.0,34.188280999999996,-83.91813,33127,37056,False
301,,Folkston,,,,,,,,,,,,,31537.0,30.860915000000002,-82.02194,22647,10970,False
302,,Forest Park,,,,,,,,,,,,,30297.5,33.558053,-84.35915649999998,20175,28077,False
303,,Fort Benning,,,,,,,,,,,,,31950.0,32.4346655,-84.9350505,21263,18110,False
305,,Fort Stewart,,,,,,,,,,,,,31314.5,31.8778215,-81.60596000000001,27002,4637,False
306,,Fort Valley,,,,,,,,,,,,,31030.0,32.555679999999995,-83.88641,18661,17701,False
307,,Fortson,,,,,,,,,,,,,31808.0,32.638884999999995,-85.00735999999998,41761,6961,False
309,,Franklin,,,,,,,,,,,,,30217.0,33.298014,-85.12243000000002,25124,9144,False
310,,Franklin Springs,,,,,,,,,,,,,30639.0,34.281721000000005,-83.14746,19505,9077,False
311,,Funston,,,,,,,,,,,,,31753.0,31.205365000000004,-83.877554,21032,22858,False
312,,Garfield,,,,,,,,,,,,,30425.0,32.632683,-82.036,25313,1339,False
313,,Gay,,,,,,,,,,,,,30218.0,33.121379,-84.58776,31030,1628,False
