,ZIP,City,State,Latitude,Longitude,County,Median Income,Population
380,30802,Appling,GA,33.620669,-82.30514000000002,Shelby County,23555,6147
381,31797,Whigham,GA,30.888809,-84.32976,Essex County,,
382,30816,Keysville,GA,33.162490000000005,-82.18933,Charlotte County,26652,2024
383,31054,McIntyre,GA,32.875574,-83.19785,Regional Municipality of Durham,24091,1543
384,31777,Parrott,GA,31.905462,-84.51526,Terrell County,,
385,31820,Midland,GA,32.566196999999995,-84.84121999999998,Midland County,45584,10815
386,30377,Atlanta,GA,33.844371,-84.47405,Fulton County,,
387,30824,Thomson,GA,33.490536,-82.5028,Labette County,21449,17025
388,31717,Bainbridge,GA,30.884525,-84.58951,Decatur County,,
389,30040,Cumming,GA,34.235408,-84.17441,Forsyth County,41686,70510
390,30414,Bellville,GA,32.154990000000005,-81.97825999999998,Austin County,,
391,30641,Good Hope,GA,33.766057,-83.57597,Harris County,30071,1957
392,30628,Colbert,GA,34.041416,-83.21996999999998,Bryan County,26875,6874
393,30298,Forest Park,GA,33.500696999999995,-84.35127299999998,,,
394,31603,Valdosta,GA,30.827965000000006,-83.25219200000002,Lowndes County,,
395,31769,Mystic,GA,31.620866,-83.24975400000002,New London County,,
396,31305,Darien,GA,31.407598,-81.39094,Fairfield County,23883,5983
397,30125,Cedartown,GA,34.010162,-85.25761999999997,Polk County,23343,23814
398,31649,Stockton,GA,30.957421000000004,-83.00524,San Joaquin County,32178,1096
399,31771,Norman Park,GA,31.256287,-83.66005,Colquitt County,20124,6204
400,31749,Enigma,GA,31.439212,-83.34040999999998,Tulsa County,22908,2649
401,30604,Athens,GA,33.944339,-83.38908,,,
402,30905,Augusta,GA,33.417282,-82.14435,Richmond County,22314,7991
403,31907,Columbus,GA,32.479492,-84.90942,Franklin County,21846,56663
404,30176,Tallapoosa,GA,33.748838,-85.29304,Haralson County,25903,6594
405,30512,Blairsville,GA,34.875556,-84.00419000000002,Union County,24412,21080
406,31088,Warner Robins,GA,32.594698,-83.64873,Houston County,32899,54742
407,30065,Marietta,GA,33.912473,-84.557181,Cobb County,,
408,30454,Rockledge,GA,32.432854,-82.72979000000002,Brevard County,18226,680
409,30819,Mesena,GA,33.432384000000006,-82.625213,Warren County,,
410,31021,Dublin,GA,32.526359,-82.93375,,21672,28391
411,31010,Cordele,GA,31.917178000000003,-83.785365,Crisp County,,
412,31089,Tennille,GA,32.89115,-82.82775,Washington County,21113,4695
413,30475,Vidalia,GA,32.177513,-82.373889,Toombs County,-666666666,0
414,30752,Trenton,GA,34.895625,-85.52702,Mercer County,25761,8463
415,30549,Jefferson,GA,34.112581,-83.58251,Montgomery County,30514,24892
416,31627,Cecil,GA,31.047996,-83.39135,Tulsa County,20703,247
417,30302,Atlanta,GA,33.844371,-84.47405,Fulton County,,
418,31014,Cochran,GA,32.397039,-83.3404,Dallas County,22125,13265
419,31542,Hoboken,GA,31.1747,-82.13812,Hudson County,22297,3170
420,30725,Flintstone,GA,34.932348,-85.35064,Walker County,21244,4646
421,31051,Lilly,GA,32.148624,-83.88003,Marion County,18750,140
422,31079,Rochelle,GA,31.933079,-83.45721999999998,Ogle County,24764,2161
423,31532,Denton,GA,31.718382,-82.73595,Denton County,19412,650
424,30161,Rome,GA,34.253343,-85.15312,Metropolitan City of Rome,23357,34286
425,30337,Atlanta,GA,33.646984,-84.4538,Fulton County,22014,13768
426,31407,Savannah,GA,32.162963,-81.17233,Chatham County,42893,12808
427,30260,Morrow,GA,33.58776,-84.33010999999998,Clayton County,22111,25487
428,30367,Atlanta,GA,33.789255,-84.387276,Fulton County,,
429,30424,Dover,GA,32.767634,-81.629062,Kent,,
430,31725,Brinson,GA,30.945016,-84.72284,Navarro County,,
431,30602,Athens,GA,33.948432000000004,-83.3749,,2499,2824
432,30212,Experiment,GA,33.278205,-84.288803,San Francisco County,,
433,30122,Lithia Springs,GA,33.776137,-84.64484,Douglas County,29476,25786
434,30353,Atlanta,GA,33.844371,-84.47405,Fulton County,,
435,30581,Wiley,GA,34.797611,-83.42329000000002,Hudson County,-666666666,33
436,31404,Savannah,GA,32.046143,-81.06724,Chatham County,20236,32876
437,31827,Talbotton,GA,32.683146,-84.52243,Talbot County,19152,2174
438,31546,Jesup,GA,31.575166,-81.86480999999998,Wayne County,20293,8103
439,30563,Mount Airy,GA,34.549681,-83.47201,Surry County,25963,5955
440,30660,Rayle,GA,33.775127000000005,-82.94624,Wilkes County,15085,1204
441,31756,Hartsfield,GA,31.177174,-83.96555,,32902,791
442,30582,Young Harris,GA,34.954638,-83.86484,Towns County,15867,5038
443,31554,Nicholls,GA,31.495983000000006,-82.62928000000002,Lafourche Parish,22315,8611
444,30726,Graysville,GA,34.975939000000004,-85.1416,Jefferson County,-666666666,0
445,31561,Sea Island,GA,31.198914,-81.332211,Glynn County,-666666666,39
446,30154,Douglasville,GA,33.68966,-84.74459499999998,Douglas County,,
447,30307,Atlanta,GA,33.768205,-84.33785999999998,Fulton County,57876,19652
448,30565,Nicholson,GA,34.094345000000004,-83.41617,Jackson County,26805,4424
449,30185,Whitesburg,GA,33.517698,-84.91725,Letcher County,22486,4160
450,30219,Glenn,GA,33.157214,-85.170588,Glenn County,,
451,30039,Snellville,GA,33.822204,-84.03707,Gwinnett County,32063,46126
452,31753,Funston,GA,31.205365000000004,-83.877554,San Francisco County,,
453,30597,Dahlonega,GA,34.527671000000005,-83.980879,Lumpkin County,,
454,31902,Columbus,GA,32.524252000000004,-84.955843,Franklin County,,
455,31501,Waycross,GA,31.220059000000006,-82.35133,Ware County,21893,14963
456,30566,Oakwood,GA,34.236556,-83.89115,Tarrant County,27851,7736
457,31295,Macon,GA,32.810189,-83.569001,Bibb County,,
458,31705,Albany,GA,31.552483,-84.09678000000002,Albany County,16814,32477
459,30533,Dahlonega,GA,34.542098,-83.99718,Lumpkin County,22180,26683
460,30668,Tignall,GA,33.912362,-82.6684,Wilkes County,19680,1452
461,30828,Warrenton,GA,33.399555,-82.65655,Fauquier County,19797,4205
462,30248,Locust Grove,GA,33.351277,-84.10645,Henry County,33352,25161
463,30666,Statham,GA,33.957713,-83.58491,Barrow County,27892,10214
464,31727,Brookfield,GA,31.44172,-83.503715,Cook County,,
465,31001,Abbeville,GA,31.972626,-83.33081999999997,Abbeville County,20880,4563
466,31047,Kathleen,GA,32.509384000000004,-83.64773000000002,Ottawa County,38209,14625
467,31569,Woodbine,GA,30.915778000000003,-81.67924000000002,Tulsa County,28438,5831
468,30630,Crawford,GA,33.892957,-83.15548000000003,Crawford County,21301,2264
469,30105,Armuchee,GA,34.448075,-85.15313,Floyd County,30729,1776
470,31766,Morgan,GA,31.575228000000006,-84.59849,Montgomery County,,
471,30068,Marietta,GA,33.965601,-84.4433,Cobb County,51698,32613
472,31301,Allenhurst,GA,31.764663,-81.6098,Monmouth County,23444,4006
473,30333,Atlanta,GA,33.891251000000004,-84.07455999999998,Fulton County,,
474,31503,Waycross,GA,31.205194,-82.37534000000002,Ware County,25843,20624
475,30610,Athens,GA,33.944339,-83.38908,,,
476,30055,Mansfield,GA,33.504952,-83.74735,Tarrant County,27338,3306
477,30320,Atlanta,GA,33.656824,-84.423648,Fulton County,,
478,30553,Lavonia,GA,34.450501,-83.09448,Franklin County,23650,7994
479,30360,Atlanta,GA,33.934536,-84.27215,Fulton County,31755,15927
480,30477,Wadley,GA,32.872098,-82.4023,Bowie County,16288,2911
481,30036,Decatur,GA,33.891251000000004,-84.07455999999998,DeKalb County,,
482,30230,Hogansville,GA,33.173516,-84.91736999999998,Troup County,21308,9470
483,30612,Athens,GA,33.944339,-83.38908,,,
484,31778,Pavo,GA,30.966781,-83.72075,King County,20846,2316
485,31728,Cairo,GA,30.870390000000004,-84.21343,,,
486,30522,Cherrylog,GA,34.801665,-84.37931,Gilmer County,23906,897
487,30609,Athens,GA,33.946364,-83.37743,,2691,2291
488,30340,Atlanta,GA,33.899381,-84.25367,Fulton County,24434,28028
489,30505,Gainesville,GA,34.306188,-83.838936,Alachua County,,
490,31005,Bonaire,GA,32.556668,-83.62435,,40557,17530
491,30091,Norcross,GA,33.960353000000005,-84.037859,Gwinnett County,,
492,31829,Upatoi,GA,32.557718,-84.73957,Muscogee County,48500,956
493,31028,Centerville,GA,32.632111,-83.67795,Montgomery County,34868,6464
494,31721,Albany,GA,31.568890000000003,-84.248211,Albany County,35491,20572
495,30205,Brooks,GA,33.275707000000004,-84.46706,Wilson County,35662,2864
496,30621,Bishop,GA,33.804849,-83.48164,Inyo County,39174,5726
497,30046,Lawrenceville,GA,33.960353000000005,-84.037859,Gwinnett County,27386,37218
498,31421,Savannah,GA,31.971394,-81.07155999999998,Chatham County,,
499,30568,Rabun Gap,GA,34.952452,-83.4073,Rabun County,27471,1645
500,30070,Porterdale,GA,33.576043,-83.89820999999998,Newton County,12149,484
501,30901,Augusta,GA,33.461121,-81.97265,Richmond County,14477,16398
502,30032,Decatur,GA,33.740055,-84.26791,DeKalb County,21521,49456
503,30086,Stone Mountain,GA,33.891251000000004,-84.07455999999998,DeKalb County,,
504,31320,Midway,GA,31.788811,-81.37637,Cook County,30553,8258
505,30646,Hull,GA,34.065588,-83.31318,,28611,6506
506,30605,Athens,GA,33.925085,-83.34529,,17623,41451
507,31599,Jesup,GA,31.578181,-81.880222,Wayne County,,
508,30398,Atlanta,GA,33.844371,-84.47405,Fulton County,,
509,31414,Savannah,GA,31.971394,-81.07155999999998,Chatham County,,
510,31566,Waynesville,GA,31.144635,-81.83010999999998,Haywood County,18019,4839
511,30375,Atlanta,GA,33.844371,-84.47405,Fulton County,,
512,30387,Atlanta,GA,33.844371,-84.47405,Fulton County,,
513,30229,Haralson,GA,33.232156,-84.56854,Haralson County,,
514,30241,Lagrange,GA,33.036715,-84.98895,Troup County,23553,25266
515,31764,Leslie,GA,31.98309,-84.06866,Ingham County,23716,1514
516,30357,Atlanta,GA,33.844371,-84.47405,Fulton County,,
517,30038,Lithonia,GA,33.676358,-84.15381,DeKalb County,29645,39104
518,31713,Arlington,GA,31.427845,-84.71025,Tarrant County,,
519,30557,Martin,GA,34.491829,-83.17539000000002,Montgomery County,21529,4813
520,30664,Sharon,GA,33.560693,-82.80015,Norfolk County,30500,28
521,31803,Buena Vista,GA,32.315915000000004,-84.52238,Chaffee County,21835,5487
522,31903,Columbus,GA,32.423311,-84.94879,Franklin County,16715,19255
523,30153,Rockmart,GA,33.987497,-85.05508,Polk County,24357,18375
524,30028,Cumming,GA,34.193041,-84.092588,Forsyth County,36723,24978
525,30037,Decatur,GA,33.891251000000004,-84.07455999999998,DeKalb County,,
526,31552,Millwood,GA,31.281103,-82.6201,Oklahoma County,19049,842
527,30084,Tucker,GA,33.853853,-84.22036,DeKalb County,33845,38484
528,31908,Columbus,GA,32.534852,-84.906483,Franklin County,,
529,30310,Atlanta,GA,33.727807,-84.41983,Fulton County,20980,29658
530,30474,Vidalia,GA,32.220155,-82.41493,Toombs County,21886,16665
531,30719,Dalton,GA,34.801860999999995,-84.989796,Whitfield County,,
532,30238,Jonesboro,GA,33.49348,-84.37871,Craighead County,25746,39110
533,31745,Donalsonville,GA,30.974364,-84.87703,Seminole County,,
534,31789,Sumner,GA,31.484091,-83.73515,Noble County,24138,855
535,31016,Culloden,GA,32.861386,-84.11731999999998,Highland Council,20720,2033
536,31036,Hawkinsville,GA,32.270314,-83.48517,Pulaski County,22063,12322
537,30257,Milner,GA,33.136567,-84.19386,McCracken County,26406,4345
538,30547,Homer,GA,34.348822,-83.47738000000003,Stone County,20156,3209
539,31994,Columbus,GA,32.491005,-84.874123,Franklin County,,
540,31545,Jesup,GA,31.636895000000006,-81.90843000000002,Wayne County,22240,15652
541,31909,Columbus,GA,32.535540000000005,-84.92583,Franklin County,33195,39309
542,31793,Tifton,GA,31.485438,-83.503621,Tift County,28527,9640
543,31267,Cecil,GA,31.046761,-83.395669,Tulsa County,,
544,31998,Columbus,GA,32.491005,-84.874123,Franklin County,,
545,30147,Lindale,GA,34.175095,-85.18084,Smith County,22784,4339
546,30501,Gainesville,GA,34.306643,-83.82352,Alachua County,24212,29629
547,30168,Austell,GA,33.797456,-84.60621,Cobb County,25759,26301
548,31076,Reynolds,GA,32.54748,-84.10042,Montgomery County,19802,3414
549,30295,Zebulon,GA,33.101704999999995,-84.31251999999998,Wake County,31654,4352
550,30081,Smyrna,GA,33.858836,-84.71061999999998,Cobb County,,
551,30446,Newington,GA,32.567281,-81.48626999999998,Hartford County,17946,1251
552,30004,Alpharetta,GA,34.119177,-84.30292,Fulton County,50601,64232
553,30150,Mount Zion,GA,33.643002,-85.181782,,,
554,31537,Folkston,GA,30.860915,-82.02194,Charlton County,22647,10970
555,30707,Chickamauga,GA,34.827019,-85.32883000000002,Walker County,25303,15956
556,30118,Carrollton,GA,33.571176,-85.09612,Dallas County,2499,2180
557,31078,Roberta,GA,32.702635,-84.03811,Crawford County,22416,2973
558,30534,Dawsonville,GA,34.416521,-84.10849,Dawson County,30879,28843
559,30913,Augusta,GA,33.386041,-82.09099599999998,Richmond County,,
560,31774,Ocilla,GA,31.586426,-83.27583,Irwin County,17566,6737
561,30734,Ranger,GA,34.531444,-84.69955,New York County,26104,3779
562,31156,Atlanta,GA,33.844371,-84.47405,Fulton County,,
563,31524,Brunswick,GA,31.221995,-81.482551,Medina County,-666666666,0
564,31734,Climax,GA,30.88096,-84.42415,Greenwood County,,
565,30368,Atlanta,GA,33.844371,-84.47405,Fulton County,,
566,30013,Conyers,GA,33.633685,-83.98382,Rockdale County,33472,26368
567,30064,Marietta,GA,33.946735,-84.602,Cobb County,42136,49080
568,30359,Atlanta,GA,33.891251000000004,-84.07455999999998,Fulton County,,
569,31647,Sparks,GA,31.183567,-83.43559,Washoe County,18750,3660
570,30683,Winterville,GA,33.954047,-83.2673,Pitt County,23920,6601
571,30311,Atlanta,GA,33.724907,-84.47131,Fulton County,18009,36839
572,31408,Savannah,GA,32.106705,-81.16915,Chatham County,22374,10516
573,31914,Columbus,GA,32.491005,-84.874123,Franklin County,,
574,30546,Hiawassee,GA,34.923846999999995,-83.7231,Towns County,22820,6969
575,31743,De Soto,GA,31.930451,-84.02920999999998,Johnson County,9976,444
576,31995,Fort Benning,GA,32.495841,-84.963981,,,
577,31750,Fitzgerald,GA,31.720029,-83.25093000000003,Tulsa County,20822,18322
578,30386,Atlanta,GA,33.844371,-84.47405,Fulton County,,
579,30711,Crandall,GA,34.93882,-84.76558,Kaufman County,26672,3551
580,31716,Baconton,GA,31.3709,-84.12921,Mitchell County,22798,2960
581,30381,Atlanta,GA,33.844371,-84.47405,Fulton County,,
582,30224,Griffin,GA,33.215454,-84.25426999999998,Muskogee County,27683,25142
583,31333,Walthourville,GA,31.777890000000006,-81.64534,Liberty County,,
584,30237,Jonesboro,GA,33.500696999999995,-84.35127299999998,Craighead County,,
585,31332,Valona,GA,31.495071000000006,-81.381908,,,
586,31029,Forsyth,GA,33.0409,-83.92941,Forsyth County,25070,16459
587,30016,Covington,GA,33.542118,-83.93372,Kenton County,27389,54242
588,30822,Perkins,GA,32.914843,-81.87901,Kay County,17292,784
589,30286,Thomaston,GA,32.895794,-84.33084000000002,Upson County,22114,22085
590,30820,Mitchell,GA,33.224199,-82.713,Montgomery County,24795,1112
591,31812,Junction City,GA,32.614374,-84.44513,Geary County,11987,585
592,30018,Jersey,GA,33.717989,-83.801451,,,
593,30093,Norcross,GA,33.909952000000004,-84.1794,Gwinnett County,25572,55107
594,30417,Claxton,GA,32.162077000000004,-81.90984,Evans County,23948,10777
595,30627,Carlton,GA,33.994139000000004,-82.97819,Tulsa County,21594,2393
596,30218,Gay,GA,33.121379,-84.58776,Tulsa County,31030,1628
597,31814,Louvale,GA,32.154164,-84.83856999999998,Stewart County,38594,234
598,30502,Chestnut Mountain,GA,34.212993,-83.79485799999998,Jo Daviess County,,
599,30336,Atlanta,GA,33.744007,-84.56031999999998,Fulton County,-666666666,234
600,30821,Norwood,GA,33.477946,-82.73454,Norfolk County,21974,765
601,30284,Sunny Side,GA,33.345253,-84.289814,Johnson County,25938,96
602,30328,Atlanta,GA,33.931746000000004,-84.37817,Fulton County,52856,37111
603,30452,Register,GA,32.327219,-81.89818000000002,Montgomery County,24971,1372
604,31192,Atlanta,GA,33.844371,-84.47405,Fulton County,,
605,30090,Marietta,GA,33.952451,-84.54708199999997,Cobb County,,
606,30025,Social Circle,GA,33.65072,-83.70779,Walton County,31112,9308
607,30011,Auburn,GA,34.022974,-83.83416,Lee County,26042,15428
608,30251,Luthersville,GA,33.201986,-84.69943,Meriwether County,25291,2316
609,30173,Silver Creek,GA,34.145931,-85.14341999999998,Chautauqua County,25726,5799
610,30473,Uvalda,GA,32.03096,-82.48796999999998,Montgomery County,26115,2445
611,30258,Molena,GA,32.999261,-84.47168,Pike County,24274,3047
612,30369,Atlanta,GA,33.844371,-84.47405,Fulton County,,
613,30642,Greensboro,GA,33.547041,-83.19797,Guilford County,28823,11949
614,31790,Sycamore,GA,31.652542,-83.57934,Boone County,22479,1788
615,31409,Savannah,GA,31.971394,-81.07155999999998,Chatham County,23033,701
616,30202,Alpharetta,GA,34.062176,-84.240414,Fulton County,,
617,39901,Atlanta,GA,33.891251000000004,-84.07455999999998,Fulton County,,
618,30137,Emerson,GA,34.124283,-84.75579,Tulsa County,24091,1807
619,30067,Marietta,GA,33.933002,-84.47633,Cobb County,35796,46647
620,30021,Clarkston,GA,33.809604,-84.2387,Oakland County,20929,24137
621,30135,Douglasville,GA,33.701553999999994,-84.73756,Douglas County,33320,66134
622,30420,Cobbtown,GA,32.301639,-82.11842,Tattnall County,22266,845
623,31522,Saint Simons Island,GA,31.176516,-81.3802,Glynn County,42933,16402
624,30434,Louisville,GA,33.008983,-82.37799999999999,Jefferson County,19028,5386
625,30665,Siloam,GA,33.535009,-83.07786999999998,Lifou,16375,67
626,31019,Dexter,GA,32.427633,-83.05632,Cowley County,23851,2035
627,30607,Athens,GA,34.013154,-83.43565,,23914,10748
628,30066,Marietta,GA,34.027533,-84.51475,Cobb County,37341,55548
629,30735,Resaca,GA,34.604648,-84.91926,Gordon County,23011,6334
630,31191,Atlanta,GA,33.844371,-84.47405,Fulton County,,
631,31304,Crescent,GA,31.495071000000006,-81.381908,Pottawattamie County,-666666666,0
632,31792,Thomasville,GA,30.817654,-83.98919000000002,Thomas County,20646,24017
633,30907,Augusta,GA,33.512541,-82.09491,Richmond County,32858,51984
634,31768,Moultrie,GA,31.165358,-83.77172,Colquitt County,21032,22858
635,30272,Red Oak,GA,33.625894,-84.516327,Lawrence County,,
636,30306,Atlanta,GA,33.786755,-84.35149,Fulton County,62551,24112
637,30724,Eton,GA,34.822176,-84.75967,,,
638,30054,Oxford,GA,33.658113,-83.86249000000002,Oxfordshire,25394,11904
639,31523,Brunswick,GA,31.212705,-81.60975,Medina County,29664,13650
640,30010,Norcross,GA,33.960353000000005,-84.037859,Gwinnett County,,
641,30078,Snellville,GA,33.860955,-84.01807,Gwinnett County,31550,35824
642,31831,Waverly Hall,GA,32.698622,-84.71552,Harris County,26310,3556
643,30571,Sautee Nacoochee,GA,34.696896,-83.68012,White County,29688,3545
644,30079,Scottdale,GA,33.791537,-84.25994,Westmoreland County,27753,2824
645,31833,West Point,GA,32.867469,-85.13779,Orange County,25285,7188
646,30365,Atlanta,GA,33.844371,-84.47405,Fulton County,,
647,30517,Braselton,GA,34.121974,-83.78604,Jackson County,37419,14657
648,31087,Sparta,GA,33.260234999999994,-83.00647,,20770,8685
649,30344,Atlanta,GA,33.676258000000004,-84.44977,Fulton County,24648,32706
650,31810,Geneva,GA,32.57791,-84.54513,Geneva,15083,245
651,30095,Duluth,GA,34.025597999999995,-84.13045,St. Louis County,,
652,30165,Rome,GA,34.281423,-85.23825,Metropolitan City of Rome,24184,41961
653,30331,Atlanta,GA,33.715558,-84.52728,Fulton County,27868,64492
654,31708,Albany,GA,31.591073,-84.132357,Albany County,,
655,30830,Waynesboro,GA,33.080965,-81.9944,,23614,13828
656,30518,Buford,GA,34.12115,-84.01804,Gwinnett County,34965,52688
657,31094,Warthen,GA,33.125097,-82.81018,Washington County,27788,1217
658,31811,Hamilton,GA,32.722333,-84.95803000000002,Greenwood County,30356,6272
659,30204,Barnesville,GA,33.05413,-84.14862,Lamar County,18894,12940
660,31067,Oconee,GA,32.860031,-82.95019,Oconee County,25227,252
661,31623,Argyle,GA,31.071563,-82.65231999999997,Denton County,15833,113
662,30305,Atlanta,GA,33.830054,-84.38472,Fulton County,59424,23693
663,30142,Holly Springs,GA,34.242944,-84.458326,Wake County,,
664,30701,Calhoun,GA,34.4966,-84.93798000000002,Gordon County,24110,40820
665,31081,Rupert,GA,32.419094,-84.28475,Minidoka County,-666666666,72
666,30805,Blythe,GA,33.297318,-82.21503,Riverside County,24571,2735
667,31012,Chester,GA,32.396381,-83.16892,Cheshire West and Chester,24198,3099
668,31622,Alapaha,GA,31.379665000000006,-83.21803,Berrien County,23214,1972
669,31082,Sandersville,GA,32.984528999999995,-82.8375,Washington County,22395,9636
670,31763,Leesburg,GA,31.714526,-84.16931,Loudoun County,36161,24186
671,30506,Gainesville,GA,34.346102,-83.90100000000002,Alachua County,32151,44468
672,31058,Mauk,GA,32.498727,-84.42804,Taylor County,23194,1361
673,31620,Adel,GA,31.133004,-83.42736,Dallas County,25632,10836
674,30087,Stone Mountain,GA,33.817438,-84.13167,DeKalb County,35072,40003
675,31821,Omaha,GA,32.1342,-84.98499,Douglas County,18622,263
676,30175,Talking Rock,GA,34.537611,-84.51135,Pickens County,22759,5544
677,31203,Macon,GA,32.806707,-83.691315,Bibb County,,
678,30003,Norcross,GA,33.960353000000005,-84.037859,Gwinnett County,,
679,31063,Montezuma,GA,32.293293,-83.98913,Gray County,18672,4928
680,30177,Tate,GA,34.418116,-84.38462,Washington County,36202,1427
681,30467,Sylvania,GA,32.754635,-81.63543,Johnson County,22345,12070
682,31119,Atlanta,GA,33.891251000000004,-84.07455999999998,Fulton County,,
683,30541,Epworth,GA,34.925622,-84.42981,Blair County,23077,1580
684,31097,Yatesville,GA,32.912207,-84.14811999999998,Lawrence County,27000,1656
685,31312,Guyton,GA,32.313816,-81.3908,Effingham County,35947,20297
686,31999,Columbus,GA,32.491005,-84.874123,Franklin County,,
687,31807,Ellerslie,GA,32.634965,-84.80136999999998,Weld County,29924,3215
688,30113,Buchanan,GA,33.846270000000004,-85.20291,Botetourt County,24277,6649
689,30645,High Shoals,GA,33.801274,-83.516374,Paulding County,,
690,30261,Lagrange,GA,33.04567,-85.04899499999998,Troup County,,
691,30753,Trion,GA,34.558404,-85.30301,Chattooga County,22940,7330
692,30751,Tennga,GA,34.981449,-84.735233,Murray County,28971,40
693,31650,Willacoochee,GA,31.375165000000006,-83.01949,Atkinson County,22500,3404
694,31737,Colquitt,GA,31.152253,-84.69653000000002,Miller County,,
695,31022,Dudley,GA,32.516865,-83.09905,Worcester County,27457,1715
696,31040,Dublin,GA,32.540073,-82.914974,,,
697,30240,Lagrange,GA,33.029838,-85.0745,Troup County,24370,29114
698,31783,Rebecca,GA,31.767986,-83.47325,New York County,26758,883
699,31547,Kings Bay,GA,30.804684,-81.627717,Camden County,21594,1420
700,31746,Edison,GA,31.563327,-84.75869,Middlesex County,,
701,30083,Stone Mountain,GA,33.795621999999995,-84.19771,DeKalb County,22754,58323
702,30223,Griffin,GA,33.268184999999995,-84.27306,Muskogee County,20181,36986
703,31068,Oglethorpe,GA,32.329164,-84.07988,DeKalb County,24861,5079
704,31499,Savannah,GA,31.971394,-81.07155999999998,Chatham County,,
705,31702,Albany,GA,31.594782,-84.194812,Albany County,,
706,30017,Grayson,GA,33.888829,-83.96848,Knox County,39645,24416
707,30189,Woodstock,GA,34.117565,-84.57176,Ulster County,40815,38550
708,31126,Atlanta,GA,33.844371,-84.47405,Fulton County,,
709,31761,Jakin,GA,31.113122,-85.00251,Early County,,
710,30539,East Ellijay,GA,34.680011,-84.47154,Gilmer County,,
711,31720,Barwick,GA,30.890906,-83.73816,Thérèse-De Blainville,22176,296
712,31760,Irwinville,GA,31.706283000000006,-83.408633,Irwin County,,
713,30754,Summerville,GA,34.484483000000004,-85.34554399999998,Dorchester County,,
714,31091,Unadilla,GA,32.24473,-83.72075,Otsego County,21571,4353
715,30289,Turin,GA,33.32603,-84.637108,Metropolitan City of Turin,-666666666,276
716,31323,Riceboro,GA,31.658252,-81.48778,Liberty County,21571,1213
717,30002,Avondale Estates,GA,33.772122,-84.26491,DeKalb County,35693,5920
718,31738,Coolidge,GA,31.012042,-83.87218,Essex County,24940,1935
719,31035,Harrison,GA,32.835471000000005,-82.70761,Boone County,28586,1261
720,31039,Howard,GA,32.587537,-84.3895,Elk County,-666666666,0
721,30351,Atlanta,GA,33.844371,-84.47405,Fulton County,,
722,30438,Manassas,GA,32.152792,-82.01301,,-666666666,31
723,30598,Toccoa,GA,34.597674,-83.36206999999997,Stephens County,,
724,31064,Monticello,GA,33.319093,-83.70862,Albemarle County,22079,9071
725,30085,Tucker,GA,33.891251000000004,-84.07455999999998,DeKalb County,,
726,31631,Fargo,GA,30.680867,-82.58028,Cass County,25509,415
727,30252,Mcdonough,GA,33.464387,-84.08154,Henry County,36172,46286
728,31781,Poulan,GA,31.526584000000003,-83.79025,Richmond County,23711,2264
729,30097,Duluth,GA,34.02062100000001,-84.14294,St. Louis County,46545,46905
730,31703,Albany,GA,31.543065,-84.219594,Albany County,,
731,30313,Atlanta,GA,33.761223,-84.39599,Fulton County,8517,11529
732,30540,Ellijay,GA,34.688716,-84.46715999999998,Gilmer County,22275,20169
733,31002,Adrian,GA,32.549854,-82.56948,Lenawee County,19562,3071
734,31707,Albany,GA,31.568073,-84.22644,Albany County,25469,26094
735,30677,Watkinsville,GA,33.849286,-83.41232,Oconee County,37228,18337
736,31198,Atlanta,GA,33.844371,-84.47405,Fulton County,,
737,31780,Plains,GA,32.026125,-84.39361,Meade County,20239,2100
738,31786,Shellman,GA,31.72952,-84.60173,Randolph County,,
739,30291,Union City,GA,33.58087800000001,-84.54611,Alameda County,24219,21399
740,30389,Atlanta,GA,33.844371,-84.47405,Fulton County,,
741,30466,Summertown,GA,32.566594,-82.324475,Lawrence County,,
742,31558,Saint Marys,GA,30.761081,-81.56912,Jasper County,29862,21307
743,30580,Turnerville,GA,34.676584000000005,-83.43578000000002,Habersham County,,
744,31564,Waresboro,GA,31.018954,-82.416543,Ware County,,
745,31601,Valdosta,GA,30.807279,-83.28661,Lowndes County,17815,32084
746,31724,Bluffton,GA,31.528299,-84.86025,Beaufort County,,
747,31321,Pembroke,GA,32.163245,-81.64211,Robeson County,24346,7640
748,31073,Plainfield,GA,32.176429,-83.12289100000002,Hendricks County,,
749,31804,Cataula,GA,32.651617,-84.88805,Harris County,33027,5865
750,30436,Lyons,GA,32.177508,-82.30448,Rice County,22341,12092
751,30213,Fairburn,GA,33.565662,-84.59321,Fulton County,30412,32729
752,30619,Arnoldsville,GA,33.863663,-83.24825,Oglethorpe County,22368,1277
753,31604,Valdosta,GA,30.827965000000006,-83.25219200000002,Lowndes County,,
754,31917,Columbus,GA,32.491005,-84.874123,Franklin County,,
755,30314,Atlanta,GA,33.758056,-84.42268,Fulton County,13700,24446
756,30716,Tallapoosa,GA,33.744222,-85.286982,Haralson County,,
757,31752,Fowlstown,GA,30.803291,-84.54711,Decatur County,,
758,30523,Clarkesville,GA,34.700311,-83.51879,Habersham County,25393,12230
759,30652,Greensboro,GA,33.559342,-83.36415600000002,Guilford County,,
760,31202,Macon,GA,32.806707,-83.691315,Bibb County,,
761,30170,Roopville,GA,33.434562,-85.16973,Carroll County,25863,2943
762,30106,Austell,GA,33.828061,-84.62593000000003,Cobb County,28599,21742
763,30363,Atlanta,GA,33.844371,-84.47405,Fulton County,41704,3559
