,City,County,City Latitude,City Longtitude,Population,Median Income,WithinFiveMiles,WithinTenMiles,WithinTwentyMiles,WithinFiftyMiles,WithinHundredMiles,DistanceToNearestHospital
341,Kathleen,,32.509384000000004,-83.64773000000002,14625,38209,0,3,5,17,64,7.431826214610163
342,Kennesaw,,34.020548,-84.61549000000001,49565,35982,0,1,12,42,70,5.057354950518869
343,Keysville,,33.162490000000005,-82.18933,2024,26652,0,0,0,9,36,22.978704181387908
344,Kings Bay,,30.804684,-81.627717,1420,21594,0,0,0,1,14,26.917554310004665
345,Kingsland,,30.793409000000004,-81.68428,21146,27743,0,0,0,2,14,28.865072113377458
346,Kingston,,34.237986,-84.97801,7142,29190,0,0,5,32,61,10.80334759607406
347,Kite,,32.69992,-82.51380999999998,1856,23488,0,0,1,8,46,12.202834201617193
348,Knoxville,,32.742085,-83.94646,861,14004,0,0,5,18,76,14.43210626971351
349,La Fayette,,34.696201,-85.25824,20609,21067,0,0,2,9,49,16.846756907562735
350,Lagrange,,33.03740766666667,-85.03748166666666,26548,23825,0,0,0,11,59,22.971186236637717
351,Lake Park,,30.722890000000003,-83.13302,10640,22008,0,0,1,7,20,13.203098730309675
352,Lakemont,,34.763553,-83.44201,1805,25919,0,0,2,9,51,12.92469288986943
353,Lebanon,,34.242944,-84.458326,41105,37370,1,1,6,42,67,1.048771501441484
354,Leesburg,,31.714526,-84.16931,24186,36161,0,2,2,9,36,7.45645761202906
355,Lenox,,31.281732000000005,-83.45616700000002,2891,22323,0,0,3,16,31,12.041290367820224
356,Leslie,,31.98309,-84.06866,1514,23716,0,0,2,9,39,12.399522225462396
357,Lexington,,33.863779,-83.06063,3094,24657,0,0,0,13,70,20.24015127562998
358,Lilburn,,33.91636200000001,-84.07720450000001,65420,31381,1,2,19,44,78,4.7090215453617645
359,Lilly,,32.148624,-83.88003,140,18750,0,0,2,15,47,13.134134857292404
360,Lincolnton,,33.765566,-82.43899,7642,24737,0,0,2,7,36,17.10135149547963
361,Lindale,,34.175095,-85.18084,4339,22784,0,2,3,17,57,5.8001616217601315
362,Lithia Springs,,33.776137,-84.64484,25786,29476,0,2,18,41,76,5.624764542460027
363,Lizella,,32.788484000000004,-83.80726,8557,31168,0,1,8,17,75,8.691692263747015
364,Locust Grove,,33.351277,-84.10645,25161,33352,0,1,2,41,81,8.132049863765038
365,Loganville,,33.823809000000004,-83.89423000000002,65959,31550,0,1,7,42,77,8.459552601920507
366,Lookout Mountain,,34.957134,-85.37183,4753,15104,0,1,1,6,32,6.160369015261523
367,Louisville,,33.008983,-82.37799999999999,5386,19028,0,0,0,11,40,24.75767248139298
368,Louvale,,32.154164,-84.83856999999998,234,38594,0,0,0,4,31,23.99508617183033
369,Lovejoy,,33.437428000000004,-84.31519,656,7455,0,0,3,40,78,10.686670424029439
370,Ludowici,,31.74991,-81.75813000000002,13243,26653,0,0,2,11,24,11.11783526240022
371,Lula,,34.391688,-83.65979,7687,27146,0,0,3,19,68,10.775436739187315
372,Lumber City,,31.928525,-82.69332,2157,17421,0,1,1,11,46,7.0537237848675405
373,Lumpkin,,32.030297,-84.81218,3677,15625,0,0,0,6,31,32.567859904342846
374,Luthersville,,33.201986,-84.69943,2316,25291,0,0,2,27,71,11.212898243181735
375,Lyerly,,34.376063,-85.4043,1933,18023,0,0,2,10,48,13.791825915981232
376,Lyons,,32.177508,-82.30448,12092,22341,1,1,2,11,43,4.708708057623542
377,Mableton,,33.817738,-84.56087,41665,36417,1,2,21,44,77,3.703554207555956
378,Manassas,,32.152792,-82.01301,31,-666666666,0,2,3,12,36,6.759188619243841
379,Manchester,,32.862377,-84.60879,5231,19761,1,1,2,10,68,4.709749954027017
380,Manor,,31.101953,-82.58299,801,20547,0,0,2,6,29,11.723102057511626
381,Mansfield,,33.504952,-83.74735,3306,27338,0,1,5,39,82,8.818592726638736
382,Marble Hill,,34.452988,-84.25925,861,-666666666,0,0,3,38,65,10.798476147402948
383,Marshallville,,32.449791,-83.939233,2238,19246,0,0,2,15,60,11.970976011548881
384,Martin,,34.491829,-83.17539000000002,4813,21529,1,1,2,11,57,4.322813268005447
385,Matthews,,33.244829,-82.32636,622,26968,0,0,0,9,42,21.368637591700285
386,Mauk,,32.498727,-84.42804,1361,23194,0,0,0,11,63,27.202544152931726
387,Maxeys,,33.748344,-83.18538000000002,954,25027,0,0,2,16,75,18.68591341647193
388,Maysville,,34.258054,-83.56058,5998,20858,0,1,4,21,73,5.915959726638657
389,McCaysville,,34.977037,-84.39839,2273,21648,1,1,1,9,53,4.310060621929272
390,McIntyre,,32.875574,-83.19785,1543,24091,0,0,1,17,75,15.010961665226336
391,McRae,,32.045313,-82.8916,8194,18310,0,0,1,11,47,19.369017342857095
392,Mcdonough,,33.459709000000004,-84.12684499999999,50731,34107,0,0,6,43,81,13.774272094205896
393,Meansville,,33.015476,-84.32186999999998,2589,28670,0,1,2,21,74,8.973417926310603
394,Meigs,,31.082141,-84.05767,2774,18770,0,0,3,11,22,13.41510290773735
395,Meldrim,,32.141974,-81.37892,432,30022,0,0,3,10,21,15.6973817078621
396,Menlo,,34.553484999999995,-85.47893,2221,25386,0,0,0,8,47,25.03960976628576
397,Meridian,,31.478486,-81.34528,7900,27430,0,0,0,5,18,22.44434893720033
398,Mershon,,31.496025,-82.27322,963,17451,0,0,1,8,33,19.18104733198217
399,Mesena,,33.432384000000006,-82.625213,4205,19797,0,1,1,12,52,9.478385678128586
400,Midland,,32.566196999999995,-84.84121999999998,10815,45584,0,1,2,5,55,6.7772255229429765
401,Midville,,32.792831,-82.23715,1701,20953,0,0,2,14,40,15.204502643800582
402,Midway,,31.788811,-81.37637,8258,30553,0,0,1,9,18,13.667640100911818
403,Milan,,32.003035,-83.06336999999998,1866,21939,0,0,1,11,48,14.249828937255769
404,Millwood,,31.281103,-82.6201,842,19049,0,0,2,11,32,16.557624206814744
405,Milner,,33.136567,-84.19386,4345,26406,0,1,4,32,75,8.259844715887784
406,Mineral Bluff,,34.949755,-84.28317,4701,20721,0,1,2,9,54,5.62616061581232
407,Mitchell,,33.224199,-82.713,1112,24795,0,0,1,13,54,16.594720500772848
408,Molena,,32.999261,-84.47168,3047,24274,0,0,2,15,74,11.067883011131412
409,Montrose,,32.564036,-83.16019,1193,23144,0,0,2,14,56,12.413492837815623
410,Moreland,,33.277468,-84.75388000000002,2886,31997,0,2,3,33,69,5.536823618427528
411,Morganton,,34.887912,-84.2098,4759,22082,0,1,2,12,54,9.56725560339957
412,Morrow,,33.5442285,-84.34069149999998,37590,24475,1,1,13,44,80,3.7225077793874823
413,Morven,,30.935087,-83.50211,1107,16146,0,0,3,12,23,10.225946387757096
414,Mount Airy,,34.549681,-83.47201,5955,25963,1,2,2,13,58,4.294708901183922
415,Mount Berry,,34.280355,-85.182085,1935,3561,2,2,3,17,56,0.7720615130662436
416,Mount Vernon,,32.186824,-82.59170999999998,3929,14563,0,0,1,10,49,12.746254451260137
417,Mount Zion,,33.643002,-85.181782,35575,21845,0,2,3,20,59,5.5172015398533265
418,Mountain City,,34.917466,-83.38486999999998,1386,16843,0,0,0,8,47,21.03649799759554
419,Murrayville,,34.466226,-83.88441999999998,3414,25034,0,1,2,25,66,6.517229096225029
420,Musella,,32.799959,-84.00588,1492,26875,0,0,3,17,73,16.337099481010853
421,Mystic,,31.620866,-83.24975400000002,6737,17566,1,2,3,14,40,1.2080646934315438
422,Nahunta,,31.17326,-81.97244,4369,16798,0,0,0,4,24,22.528153938988822
423,Naylor,,30.934298,-83.08841,1966,25788,0,1,2,11,25,7.444310992154602
424,Nelson,,34.242944,-84.458326,14606,33798,1,1,6,42,67,1.048771501441484
425,Newborn,,33.500008,-83.67165,2217,29643,0,0,3,39,82,12.335095376564498
426,Newington,,32.567281,-81.48626999999998,1251,17946,0,0,3,9,22,15.681047487619882
427,Nicholls,,31.49598300000001,-82.62928000000002,8611,22315,0,0,1,9,39,13.898284600197297
428,Nicholson,,34.094345000000004,-83.41617,4424,26805,0,2,3,20,71,9.113562326097457
429,Norcross,,33.95016316666667,-84.1219645,38581,29016,1,2,20,43,77,4.192946458944575
430,Norman Park,,31.256287,-83.66005,6204,20124,0,0,3,14,28,11.469246010601397
431,Norristown,,32.505913,-82.49502,13598,20101,0,0,1,11,46,10.500906158485673
432,Norwood,,33.477946,-82.73454,765,21974,0,0,2,12,66,13.792054257505702
433,Nunez,,32.49126,-82.36787,76,41250,0,1,3,11,45,7.097645236236212
434,Oakfield,,31.723178000000004,-83.9628,536,20446,0,0,3,12,37,14.573458731768476
435,Oakman,,34.569015,-84.711863,3779,26104,0,0,3,19,60,12.885905264273374
436,Oakwood,,34.236556,-83.89115,7736,27851,0,2,4,39,73,6.3381858002939255
437,Ochlocknee,,30.977162,-84.0615,3547,24837,0,0,3,10,21,11.73985161583232
438,Oconee,,32.860031,-82.95019,252,25227,0,0,1,15,53,12.64110842971314
439,Odum,,31.670475,-82.04944,2793,22345,0,0,1,9,29,10.024996396369074
440,Offerman,,31.412649,-82.11554100000002,88,18958,0,0,2,8,29,18.160913190930486
441,Oglethorpe,,32.329164,-84.07988,5079,24861,1,1,1,14,48,3.7906350813379994
442,Oliver,,32.528104,-81.533198,163,25625,0,0,3,11,23,15.917553185607915
443,Omaha,,32.1342,-84.98499,263,18622,0,0,0,3,29,23.84479506985306
444,Omega,,31.334062,-83.59971,3339,21320,0,0,4,16,29,11.410764994341276
445,Orchard Hill,,33.265656,-84.298964,25142,27683,1,1,3,38,76,2.581735269160717
446,Oxford,,33.658113,-83.86249000000002,11904,25394,1,2,4,40,81,4.00161985948498
447,Palmetto,,33.527793,-84.69453,10434,23888,0,0,6,39,72,10.528802826404654
448,Patterson,,31.372403,-82.10743000000002,3229,25316,0,0,2,8,28,17.480531753075468
449,Pavo,,30.966781,-83.72075,2316,20846,0,0,4,10,23,11.510417549337125
450,Peachtree City,,33.398992,-84.57061999999998,35904,47760,0,1,4,37,73,5.17348037601164
451,Pearson,,31.27291,-82.83341999999998,4779,20696,0,0,2,11,32,16.479428579619736
452,Pelham,,31.117271,-84.15678,9998,22604,0,1,1,9,22,8.266679228022895
453,Pembroke,,32.163245,-81.64211,7640,24346,0,0,2,12,24,15.044399844384273
454,Pendergrass,,34.167309,-83.68536,3188,29817,0,1,4,37,73,9.339601578749104
455,Perkins,,32.914843,-81.87901,784,17292,0,1,2,10,27,8.272118511358478
456,Perry,,32.460791,-83.73541,20167,25963,0,0,4,16,61,10.028999947215437
457,Pine Lake,,33.791505,-84.20642,727,40599,3,8,22,44,79,3.399658598166778
458,Pine Mountain,,32.867211,-84.88436999999998,5929,26832,0,0,1,9,64,11.795640424049246
459,Pine Mountain Valley,,32.801174,-84.82038,797,25568,0,0,2,8,61,10.028259743595232
460,Pinehurst,,32.185677,-83.76348,985,29792,0,0,3,17,50,14.379116419916793
461,Pineview,,32.13702,-83.52604000000002,1200,20574,0,0,2,17,50,11.251364562084579
462,Pitts,,31.951839,-83.56747,1357,23417,0,0,1,15,48,12.68486812698283
463,Plains,,32.026125,-84.39361,2100,20239,0,1,1,8,39,8.573401279954442
464,Plainville,,34.409661,-85.03345,2143,23214,0,1,4,17,58,9.244094520600523
465,Pooler,,32.110421,-81.24568000000002,25459,40454,0,0,3,7,16,10.26223796515963
466,Portal,,32.55565900000001,-81.9242,2192,15615,0,0,3,9,34,13.155839454435135
467,Porterdale,,33.576043,-83.89820999999998,484,12149,1,2,5,40,82,3.3894026233199703
468,Poulan,,31.526584000000003,-83.79025,2264,23711,1,1,2,13,36,3.1244808768361563
469,Powder Springs,,33.87455300000001,-84.68784000000002,67688,34615,1,3,15,40,73,4.925014391059722
470,Preston,,32.051618,-84.53419,1695,20767,0,0,1,7,35,16.3815428973155
471,Pulaski,,32.414349,-82.086658,47,-666666666,1,1,3,11,40,1.3225566346655482
472,Putney,,31.543065,-84.219594,32477,16814,1,2,2,8,34,4.912815414582437
473,Rabun Gap,,34.952452,-83.4073,1645,27471,0,0,1,6,46,19.66580603860075
474,Ranger,,34.531444,-84.69955,3779,26104,0,0,3,24,60,13.019472418091155
475,Ray City,,31.070627,-83.20286,5053,24453,0,2,4,13,27,7.182504971600811
476,Rayle,,33.775127000000005,-82.94624,1204,15085,0,0,1,11,68,12.158436801558027
477,Rebecca,,31.767986,-83.47325,883,26758,0,0,2,15,42,13.466171759219957
478,Red Oak,,33.625894,-84.516327,75514,28266,0,1,14,40,75,7.976726154664901
479,Redan,,33.891251000000004,-84.07455999999998,57658,27221,0,2,20,44,78,5.943181165686177
480,Register,,32.327219,-81.89818000000002,1372,24971,0,1,3,10,30,9.588321785562215
481,Rentz,,32.370333,-82.96091,2677,20211,0,0,2,12,56,11.206670607913122
482,Resaca,,34.604648,-84.91926,6334,23011,0,1,3,13,56,6.5223355695198855
483,Rex,,33.582877,-84.26906,14663,29719,0,1,15,43,81,6.961759981463633
484,Reynolds,,32.54748,-84.10042,3414,19802,0,0,1,17,65,17.94017550821886
485,Rhine,,31.953407,-83.18058,1395,20714,0,0,2,11,47,15.9851883890258
486,Riceboro,,31.658252,-81.48778,1213,21571,0,0,1,8,18,14.153457085047288
487,Richland,,32.109225,-84.66063,2358,22500,0,0,0,6,32,23.93764299704664
488,Richmond Hill,,31.913115500000004,-81.31830749999999,25643,37143,0,0,3,8,17,15.056190299365516
489,Rincon,,32.293147,-81.23006,20230,34103,0,1,3,8,20,7.21312163818547
490,Ringgold,,34.916552,-85.14435,43149,29406,0,1,2,7,44,7.1080745875742055
491,Rising Fawn,,34.793833,-85.49945,3766,23759,0,0,1,6,40,17.038342160073196
492,Roberta,,32.702635,-84.03811,2973,22416,0,0,1,17,71,17.590966395755533
493,Rochelle,,31.933079,-83.45721999999998,2161,24764,0,0,2,16,48,19.283318644871333
494,Rock Spring,,34.801988,-85.21956,6460,29036,0,0,2,8,46,10.30519373472643
495,Rockledge,,32.432854,-82.72979000000002,680,18226,0,0,1,10,51,14.624968507562567
496,Rockmart,,33.987497,-85.05508,18375,24357,0,1,4,35,62,8.32350916515597
497,Rocky Face,,34.757918,-85.05879,8457,28792,1,1,4,10,54,4.7519968862741
498,Rocky Ford,,32.697762,-81.81036,465,22095,0,0,3,9,26,10.181302430863562
499,Roopville,,33.434562,-85.16973,2943,25863,0,0,2,12,61,10.819975750231361
500,Rossville,,34.96311,-85.27405,28535,21496,1,1,1,6,42,1.2529645306279875
501,Royston,,34.270167,-83.12841999999998,9077,19505,0,0,3,11,61,11.747352134936243
502,Rupert,,32.419094,-84.28475,72,-666666666,0,0,1,16,56,17.211138575416943
503,Rutledge,,33.614556,-83.61157,3052,20060,0,1,3,37,81,8.629965441208238
504,Rydal,,34.346142,-84.73232,3467,25700,0,0,4,37,61,10.597768339625306
505,Saint Marys,,30.761081,-81.56912,21307,29862,0,0,0,1,12,28.982570109157887
506,Saint Simons Island,,31.176516,-81.3802,16402,42933,0,1,1,3,15,6.177772679565214
507,Sale City,,31.258794,-84.02897,764,25292,0,0,2,10,27,10.628029875940243
508,Sapelo Island,,31.423776,-81.27064,187,45649,0,0,0,5,16,21.279334873776314
509,Sardis,,32.969028,-81.79396,1936,20675,0,0,2,10,27,13.984614723071289
510,Sargent,,33.431181,-84.86733000000002,0,-666666666,0,2,3,32,70,7.084767767666728
511,Sautee Nacoochee,,34.696896,-83.68012,3545,29688,0,0,2,13,60,11.40945885097573
512,Scotland,,32.046427,-82.81923,411,22371,0,0,1,11,47,18.030546053971392
513,Scottdale,,33.791537,-84.25994,2824,27753,6,17,22,44,78,1.0214152645670938
514,Screven,,31.515981,-82.04908,2853,23512,0,0,1,8,28,10.555635590869722
515,Sea Island,,31.198914,-81.332211,39,-666666666,0,1,1,3,15,9.162991121018743
516,Senoia,,33.281102000000004,-84.58017,15245,34839,0,0,4,35,71,11.423416627856193
517,Seville,,31.989039,-83.394574,43,14453,0,0,1,15,49,18.560530663390878
518,Shady Dale,,33.421694,-83.61433000000002,1292,22500,0,1,4,30,81,8.489892187500502
519,Shannon,,34.333308,-85.233721,34286,23357,1,2,2,15,54,4.48341428521613
520,Sharon,,33.560693,-82.80015,28,30500,0,0,2,13,68,12.041190071985309
521,Sharpsburg,,33.387534,-84.65511,22247,39430,0,3,3,35,71,5.955549972226495
522,Shiloh,,32.803518,-84.69384000000002,2238,22196,0,1,1,9,65,5.945656905170754
523,Siloam,,33.535009,-83.07786999999998,67,16375,0,0,1,13,73,10.179814467691827
524,Silver Creek,,34.145931,-85.14341999999998,5799,25726,0,3,3,23,58,8.062491597053025
525,Smarr,,32.989503000000006,-83.876108,16459,25070,1,1,5,21,76,4.955147249467746
526,Smithville,,31.901066,-84.25036999999998,1566,21579,0,0,1,7,37,11.430669345309262
527,Smyrna,,33.86458433333333,-84.58395999999998,46577,40105,1,2,20,44,75,1.3063073678513726
528,Snellville,,33.841579499999995,-84.02757,40975,31806,0,1,17,42,77,8.400342130875982
529,Social Circle,,33.65072,-83.70779,9308,31112,0,1,4,39,82,8.761630001416343
530,Soperton,,32.387040999999996,-82.58272,5885,21206,0,0,2,12,49,17.23551079288244
531,Sparks,,31.178118,-83.4375115,3660,18750,1,1,2,14,30,4.818654188440338
532,Sparta,,33.260234999999994,-83.00647,8685,20770,0,0,1,12,73,18.162425963654286
533,Stapleton,,33.234802,-82.46303,1837,18444,0,0,1,11,44,19.992161614984642
534,Statenville,,30.703175,-83.02568000000002,912,26356,0,0,1,6,21,18.953086585476157
535,Statham,,33.957713,-83.58491,10214,27892,0,1,5,38,81,7.864085463299186
536,Stephens,,33.784316,-83.16666,954,25027,0,0,1,16,74,18.049598869694183
537,Stillmore,,32.439708,-82.22278,83,16429,0,1,3,10,41,9.451053430057248
538,Stockbridge,,33.547578,-84.21809,67533,31020,0,0,14,43,81,10.139601872234307
539,Stockton,,30.957421000000004,-83.00524,1096,32178,0,1,3,11,25,7.5739546997699225
540,Stone Mountain,,33.81660425,-84.14583,46658,26085,0,4,21,46,78,5.935444669367786
541,Suches,,34.731084,-84.07943,796,21199,0,0,2,14,59,12.574923737128659
542,Sugar Valley,,34.574804,-85.02481999999998,940,21581,0,1,3,13,55,7.169500121707274
543,Summerville,,34.4871655,-85.337412,15438,22099,0,0,2,8,50,16.630660243512793
544,Sumner,,31.484091,-83.73515,855,24138,0,1,2,14,33,6.494379447239583
545,Sunny Side,,33.345253,-84.289814,96,25938,0,1,4,41,77,7.4171056650718645
546,Surrency,,31.715778000000004,-82.19784,1296,23250,0,0,1,9,32,19.250086240703983
547,Suwanee,,34.052698,-84.07485,77334,44131,0,3,11,41,74,6.247105348138465
548,Sycamore,,31.652542,-83.57934,1788,22479,0,0,4,15,38,13.545046815924273
549,Talbotton,,32.683146,-84.52243,2174,19152,0,0,2,11,64,17.01386143313533
550,Talking Rock,,34.537611,-84.51135,5544,22759,0,1,1,25,62,7.295085718179378
551,Tallapoosa,,33.74653,-85.29001099999998,6594,25903,0,1,3,14,58,8.599786532343355
552,Tallulah Falls,,34.742007,-83.397716,219,49114,0,0,2,9,53,10.661287332870788
553,Talmo,,34.191571,-83.71124,1533,26052,0,2,4,38,73,8.782936725940163
554,Tarrytown,,32.309128,-82.52255,338,27708,0,0,1,11,50,11.017620294339732
555,Tate,,34.418116,-84.38462,1427,36202,1,1,2,38,65,4.093844639328918
556,Taylorsville,,34.113826,-84.97274,2971,24628,0,0,5,36,63,11.857931071326396
557,Temple,,33.76324,-85.02667,19109,26907,0,2,6,33,64,6.45852707554031
558,Tennga,,34.981449,-84.735233,40,28971,0,0,2,7,52,14.152692054189906
559,Tennille,,32.89115,-82.82775,4695,21113,0,1,1,11,50,7.349838067481912
560,The Rock,,32.995865,-84.25092,639,17227,0,1,3,20,72,9.074765572920382
561,Tiger,,34.846806,-83.48178,2310,22466,0,0,3,8,49,16.911393076771
562,Tignall,,33.912362,-82.6684,1452,19680,0,0,2,10,58,13.362052649366774
563,Toomsboro,,32.801223,-83.06671,959,17121,0,0,1,16,61,19.697334764588085
564,Townsend,,31.547412,-81.3862,7900,27430,0,0,0,5,18,23.769979472241832
565,Trenton,,34.895625,-85.52702,8463,25761,0,0,1,6,29,15.346734589120604
566,Trion,,34.558404,-85.30301,7330,22940,0,0,0,9,50,20.369031271335988
567,Tunnel Hill,,34.85973,-85.03867,8813,25581,0,1,3,9,49,5.699565055233397
568,Turin,,33.32603,-84.637108,276,-666666666,0,2,3,35,71,7.173132423827901
569,Turnerville,,34.676584000000005,-83.43578000000002,12230,25393,0,2,2,11,55,7.63539048749483
570,Twin City,,32.547214000000004,-82.17048,5085,18584,0,0,2,10,39,10.776912038745271
571,Ty Ty,,31.47387,-83.66484,1781,20161,0,0,2,16,33,10.25869854983
572,Tybee Island,,32.006671999999995,-80.84937,3583,42413,0,0,2,4,14,14.149199408966252
573,Tyrone,,33.48012,-84.58724000000002,8677,40398,1,1,5,38,73,4.943511828724929
574,Unadilla,,32.24473,-83.72075,4353,21571,0,0,3,15,51,14.302791059675599
575,Union City,,33.58087800000001,-84.54611,21399,24219,0,2,14,42,74,9.024856474787082
576,Union Point,,33.652489,-83.08856999999998,3429,18477,0,0,1,14,74,14.749626964729803
577,Upatoi,,32.557718,-84.73957,956,48500,0,0,2,6,57,12.453101910516544
578,Uvalda,,32.03096,-82.48796999999998,2445,26115,0,0,2,11,42,13.887099369761863
579,Varnell,,34.9298,-84.988536,138,18846,0,1,3,8,49,9.640669703450904
580,Vienna,,32.091578000000005,-83.79311,7133,18784,0,1,2,15,45,7.887727283762651
581,Waco,,33.658254,-85.23496999999998,2498,19109,0,1,3,19,58,6.575381967587897
582,Wadley,,32.872098,-82.4023,2911,16288,0,0,1,13,44,19.515177081366502
583,Waleska,,34.332315,-84.57700000000001,6279,29380,0,1,3,39,66,9.502991057971974
584,Walthourville,,31.77789000000001,-81.64534,40916,28303,1,1,2,10,23,4.981915987156787
585,Waresboro,,31.018954,-82.416543,20624,25843,0,0,1,4,23,14.77208586004529
586,Warrenton,,33.399555,-82.65655,4205,19797,0,0,1,11,55,12.34251419838537
587,Warthen,,33.125097,-82.81018,1217,27788,0,1,1,10,58,8.909023342039267
588,Warwick,,31.782466,-83.86973,1130,18021,0,0,2,13,39,14.41108924857351
589,Watkinsville,,33.849286,-83.41232,18337,37228,0,1,3,22,76,7.770614563688474
590,Waverly,,31.066479,-81.62656,2008,28592,0,0,1,3,18,11.279546824470913
591,Waverly Hall,,32.698622,-84.71552,3556,26310,0,0,2,8,62,13.275660767038891
592,Waynesboro,,33.080965,-81.9944,13828,23614,0,0,1,11,33,19.383058652025717
593,Waynesville,,31.144635,-81.83010999999998,4839,18019,0,0,0,4,21,20.58574553829918
594,West Green,,31.631943,-82.71829,842,23750,0,0,2,13,46,11.992067322436613
595,West Point,,32.867469,-85.13779,7188,25285,0,0,0,7,54,25.385180276818186
596,Weston,,31.973541,-84.62522,274,17973,0,0,0,7,33,22.63177200066434
597,White,,34.236128,-84.72539,6612,27879,1,1,2,38,66,4.63018895271005
598,White Oak,,31.003385,-81.79512,685,19242,0,0,0,3,21,21.90069396093513
599,White Plains,,33.46171,-83.05852,1242,21266,0,0,1,12,75,10.694277704297447
600,Whitesburg,,33.517698,-84.91725,4160,22486,0,1,6,32,69,9.74953726962729
601,Wildwood,,34.954188,-85.43231999999998,2128,21163,0,1,1,5,30,9.566550472251713
602,Wiley,,34.797611,-83.42329000000002,33,-666666666,0,0,2,8,49,14.748068216189534
603,Willacoochee,,31.37516500000001,-83.01949,3404,22500,0,0,2,13,36,13.091058146388514
604,Williamson,,33.169646,-84.37168,5772,27884,0,1,2,31,75,7.722422116028866
605,Winston,,33.670405,-84.83809000000002,7918,35529,0,2,6,37,70,6.827236534619816
606,Winterville,,33.954047,-83.2673,6601,23920,0,1,1,17,73,7.5217602559616195
607,Woodbine,,30.915778000000003,-81.67924000000002,5831,28438,0,0,0,3,15,21.29280957741641
608,Woodbury,,32.973728,-84.5903,2948,18898,0,1,2,12,70,7.936232536612993
609,Woodland,,32.797475,-84.54095,849,23859,0,0,2,13,69,10.419151420934451
610,Woodstock,,34.112796,-84.52803,50860,39541,0,2,10,44,68,8.771629409683614
611,Wray,,31.621764,-83.05502,843,23705,0,0,3,13,42,11.644586406430935
612,Wrens,,33.200325,-82.37625,3065,18634,0,0,0,9,43,23.397404028231854
613,Wrightsville,,32.71732,-82.68926,7046,20232,0,0,1,9,49,19.85591460255668
614,Yatesville,,32.912207,-84.14811999999998,1656,27000,0,0,2,18,75,11.117247241030228
615,Young Harris,,34.954638,-83.86484,5038,15867,0,2,2,8,53,6.330751591380367
616,Zebulon,,33.101704999999995,-84.31251999999998,4352,31654,0,1,2,28,74,9.838702330350978
